artist,song,duration [min],release year,key_full,tempo [bpm],genre_primary,genre_raw
Ellie Goulding,Burn,3.8535166666666667,2014,C# major,87.016,pop,"pop, rock, Dance/Electronic"
Ariana Grande,Break Free,3.5806666666666667,2014,G minor,129.956,pop,pop
Kid Ink,Show Me (feat. Chris Brown),3.63,2014,G major,98.098,hip hop,"hip hop, pop"
Tove Lo,Talking Body,3.9737666666666667,2014,E minor,119.999,pop,"pop, Dance/Electronic"
Chris Brown,Loyal (feat. Lil Wayne & Tyga),4.415766666666666,2014,A# minor,99.059,hip hop,"hip hop, pop, R&B"
OneRepublic,Love Runs Out,3.7371,2014,G major,120.022,pop,pop
Olly Murs,Up (feat. Demi Lovato),3.7382166666666667,2014,A major,114.948,pop,"pop, Dance/Electronic"
Peking Duk,High (feat. Nicole Millar),3.8,2014,C minor,100.094,dance/electronic,Dance/Electronic
Milky Chance,Stolen Dance,5.228066666666667,2014,B major,114.016,others,set()
Ed Sheeran,Don't,3.664,2014,C# major,95.049,pop,pop
Ariana Grande,Love Me Harder,3.93555,2014,C# minor,98.992,pop,pop
Enrique Iglesias,Bailando - Spanish Version,4.056433333333334,2014,G major,90.949,pop,"pop, latin"
Avicii,Hey Brother,4.25155,2013,G minor,125.014,pop,"pop, Dance/Electronic"
Jessie J,Bang Bang,3.3231,2014,C minor,150.028,hip hop,"hip hop, pop"
Duke Dumont,I Got U,4.759933333333334,2014,A minor,120.837,pop,"pop, Dance/Electronic"
Gorgon City,Ready For Your Love,3.3146666666666667,2014,F major,121.939,pop,"pop, Dance/Electronic"
Taylor Swift,Style,3.85,2014,G major,94.933,pop,pop
MKTO,Classic,2.923766666666667,2012,C# major,102.071,hip hop,"hip hop, pop"
Disclosure,Latch,4.260516666666667,2013,C# major,121.985,pop,"pop, Dance/Electronic"
Ariana Grande,Problem,3.232,2014,C# minor,103.008,pop,pop
Charli XCX,Boom Clap,2.8311,2014,E major,91.999,pop,"pop, Dance/Electronic"
One Direction,Steal My Girl,3.802216666666667,2014,A# minor,77.217,pop,pop
Tiësto,Red Lights,4.398166666666667,2013,A# major,124.989,pop,"pop, Dance/Electronic"
Selena Gomez,The Heart Wants What It Wants,3.7893333333333334,2014,G minor,83.066,pop,pop
Rita Ora,I Will Never Let You Down,3.3911,2014,E major,128.011,hip hop,"hip hop, pop, Dance/Electronic"
5 Seconds of Summer,She Looks So Perfect,3.3749333333333333,2014,A major,160.025,pop,pop
The Script,Superheroes,4.0911,2014,D# major,166.996,pop,"pop, rock"
Taylor Swift,Shake It Off,3.6533333333333333,2014,G major,160.078,pop,pop
One Direction,Night Changes,3.776666666666667,2014,G# major,120.001,pop,pop
Ed Sheeran,Sing,3.923033333333333,2014,G# minor,119.988,pop,pop
Alesso,Heroes (we could be),3.4977666666666667,2014,F major,125.876,pop,"pop, Dance/Electronic"
Tiësto,Wasted,3.1395166666666667,2014,D major,112.028,pop,"pop, Dance/Electronic"
G.R.L.,Ugly Heart,3.3051,2014,A major,124.96,pop,pop
Coldplay,A Sky Full of Stars,4.464433333333333,2014,F# major,124.97,rock,"rock, pop"
Clean Bandit,Rather Be (feat. Jess Glynne),3.7972166666666665,2014,B major,120.97,pop,"pop, Dance/Electronic"
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,3.6224333333333334,2014,G# major,127.961,hip hop,"hip hop, pop, Dance/Electronic"
Sia,Elastic Heart,4.286666666666667,2014,A major,130.075,pop,pop
One Direction,Story of My Life,4.09155,2013,D# major,121.07,pop,pop
Alex & Sierra,Little Do You Know,3.0866666666666664,2014,C major,145.879,pop,pop
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),3.7763333333333335,2014,A# minor,97.448,hip hop,"hip hop, pop, R&B"
Echosmith,Cool Kids,3.9604333333333335,2013,G# major,130.027,pop,pop
Natalie La Rose,Somebody,3.1651,2014,C major,104.99,others,set()
Vance Joy,Riptide,3.4046666666666665,2014,C# major,101.654,rock,"rock, pop"
Beyoncé,Drunk in Love (feat. Jay-Z),5.391333333333334,2014,F minor,140.03,pop,"pop, R&B"
Maroon 5,Sugar,3.9248833333333333,2014,C# major,120.042,pop,pop
Ella Henderson,Ghost,3.55355,2014,A major,104.975,pop,"pop, Dance/Electronic"
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",5.014,2013,A# minor,152.037,pop,pop
Chris Brown,New Flame (feat. Usher & Rick Ross),4.070433333333333,2014,C# major,141.967,hip hop,"hip hop, pop, R&B"
Sheppard,Geronimo,3.6371166666666666,2014,G major,142.016,pop,"pop, rock, Dance/Electronic"
Olly Murs,Wrapped Up (feat. Travie McCoy),3.094,2014,C# major,121.989,pop,"pop, Dance/Electronic"
Sam Smith,Money On My Mind,3.2111666666666667,2014,D major,133.912,pop,pop
Jason Derulo,Trumpets,3.621766666666667,2013,C major,81.897,hip hop,"hip hop, pop"
Nicki Minaj,Bed Of Lies,4.4991,2014,B major,86.01,hip hop,"hip hop, pop"
Nick Jonas,Jealous - Remix,3.70355,2014,B minor,93.047,pop,pop
Mark Ronson,Uptown Funk (feat. Bruno Mars),4.494433333333333,2015,C major,114.988,pop,pop
Ed Sheeran,Thinking out Loud,4.692666666666667,2014,D major,78.998,pop,pop
Wiz Khalifa,See You Again (feat. Charlie Puth),3.8254166666666665,2015,A# major,80.025,hip hop,"hip hop, pop"
Justin Bieber,What Do You Mean?,3.428,2015,F minor,125.02,pop,pop
Major Lazer,Lean On (feat. MØ & DJ Snake),2.9426833333333335,2015,G minor,98.007,hip hop,"hip hop, pop, Dance/Electronic"
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",4.203766666666667,2014,D minor,119.844,pop,"pop, R&B"
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",4.2089,2015,G# major,189.857,pop,"pop, rock, Dance/Electronic"
Calvin Harris,Outside (feat. Ellie Goulding),3.7877666666666667,2014,D minor,128.035,hip hop,"hip hop, pop, Dance/Electronic"
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",3.2093333333333334,2014,A major,85.979,hip hop,"hip hop, pop, Dance/Electronic"
Demi Lovato,Cool for the Summer,3.5791,2015,F minor,114.101,pop,pop
Taylor Swift,Blank Space,3.863766666666667,2014,F major,95.997,pop,pop
The Weeknd,The Hills,4.03755,2015,C minor,113.003,pop,"pop, R&B"
The Neighbourhood,Daddy Issues,4.336216666666667,2015,A# major,85.012,rock,"rock, pop"
Deorro,Five More Hours,3.5329166666666665,2015,F minor,127.961,pop,"pop, Dance/Electronic"
Avicii,The Nights,2.9443,2014,F# major,125.983,pop,"pop, Dance/Electronic"
DJ Snake,You Know You Like It,4.1211,2014,F minor,196.093,hip hop,"hip hop, pop, Dance/Electronic"
Adam Lambert,Ghost Town,3.472166666666667,2015,E minor,119.955,pop,pop
Rae Sremmurd,No Type,3.3346666666666667,2015,F# major,125.01,hip hop,"hip hop, pop"
Taylor Swift,Bad Blood,3.3351,2015,B minor,170.16,pop,pop
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),3.16975,2015,F major,145.889,hip hop,"hip hop, pop"
Robin Schulz,Sugar (feat. Francesco Yates),3.650716666666667,2015,F minor,123.063,pop,"pop, Dance/Electronic"
Calvin Harris,How Deep Is Your Love,3.544,2015,B minor,122.003,hip hop,"hip hop, pop, Dance/Electronic"
Philip George,Wish You Were Mine - Radio Edit,2.9593333333333334,2014,G minor,123.002,pop,"pop, Dance/Electronic"
Trey Songz,Na Na,3.8651,2015,A minor,96.975,hip hop,"hip hop, pop, R&B"
Fall Out Boy,Centuries,3.806,2015,E minor,176.042,rock,rock
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),2.9530666666666665,2016,F# major,108.034,hip hop,hip hop
Lost Frequencies,Are You With Me - Radio Edit,2.314033333333333,2014,F minor,121.03,pop,"pop, Dance/Electronic"
Twenty One Pilots,Stressed Out,3.3722166666666666,2015,E minor,169.977,rock,rock
Fifth Harmony,Worth It (feat. Kid Ink),3.7428833333333333,2015,G# major,99.987,pop,pop
KALEO,Way down We Go,3.6593333333333335,2015,A# minor,81.663,rock,"rock, classical"
Sam Smith,Like I Can,2.7844166666666665,2014,G minor,99.933,pop,pop
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,2.7689666666666666,2015,A minor,107.985,hip hop,"hip hop, pop, Dance/Electronic"
Martin Solveig,Intoxicated - New Radio Mix,2.66155,2015,C major,125.004,pop,"pop, Dance/Electronic"
Avicii,Waiting For Love,3.84355,2015,F# minor,127.999,pop,"pop, Dance/Electronic"
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),3.1024333333333334,2018,D minor,117.971,hip hop,"hip hop, pop, Dance/Electronic"
Taylor Swift,Wildest Dreams,3.674,2014,G# major,140.06,pop,pop
The Weeknd,In The Night,3.92755,2015,G major,167.939,pop,"pop, R&B"
Pitbull,Time of Our Lives,3.8226666666666667,2014,C# major,124.022,hip hop,"hip hop, pop, latin"
Galantis,Runaway (U & I),3.78455,2015,C# major,126.008,pop,"pop, Dance/Electronic"
Rihanna,Bitch Better Have My Money,3.6550833333333332,2015,C# major,102.99,hip hop,"hip hop, pop, R&B"
Zara Larsson,Lush Life,3.370216666666667,2015,G minor,98.024,pop,"pop, Dance/Electronic"
One Direction,Drag Me Down,3.202,2015,C minor,138.113,pop,pop
Travis Scott,Antidote,4.378216666666667,2015,C# major,131.05,hip hop,"hip hop, Dance/Electronic"
Years & Years,King,3.5893333333333333,2015,E minor,119.977,pop,"pop, Dance/Electronic"
Demi Lovato,Confident,3.4290833333333333,2015,D# major,130.064,pop,pop
Lemaitre,Closer,4.509816666666667,2017,D minor,91.977,pop,pop
Selena Gomez,Same Old Love,3.818,2015,B minor,98.02,pop,pop
Pia Mia,Do It Again,3.4624333333333333,2015,G# major,95.95,pop,"pop, R&B"
Flo Rida,My House,3.2031666666666667,2015,G minor,94.006,hip hop,"hip hop, pop"
Silentó,Watch Me (Whip / Nae Nae),3.0855166666666665,2015,G# major,139.982,hip hop,hip hop
Chris Brown,Ayo,3.7537666666666665,2015,F# major,98.031,hip hop,"hip hop, pop, R&B"
The Strumbellas,Spirits,3.394216666666667,2016,C major,80.529,rock,"rock, Folk/Acoustic, pop"
Fetty Wap,Trap Queen,3.70155,2015,G major,148.075,hip hop,"hip hop, pop"
Tove Lo,Talking Body,3.9737666666666667,2014,E minor,119.999,pop,"pop, Dance/Electronic"
Beyoncé,7/11,3.5584333333333333,2014,A minor,136.024,pop,"pop, R&B"
Lana Del Rey,High By The Beach,4.292883333333333,2015,B minor,131.988,pop,pop
Zara Larsson,Never Forget You,3.5571166666666665,2017,B minor,145.992,pop,"pop, Dance/Electronic"
Jeremih,oui,3.972,2015,F major,78.521,hip hop,"hip hop, pop, R&B"
Drake,Hotline Bling,4.4511,2016,D major,134.966,hip hop,"hip hop, pop, R&B"
Selena Gomez,Kill Em With Kindness,3.6317666666666666,2015,A# minor,120.012,pop,pop
Birdy,Let It All Go,4.679283333333333,2015,A# major,107.005,pop,pop
Fetty Wap,679 (feat. Remy Boyz),3.278216666666667,2015,G major,190.05,hip hop,"hip hop, pop"
Ariana Grande,Love Me Harder,3.93555,2014,C# minor,98.992,pop,pop
The Weeknd,Can't Feel My Face,3.558666666666667,2015,A minor,107.949,pop,"pop, R&B"
SAYGRACE,You Don't Own Me (feat. G-Eazy),3.3219,2015,G major,186.394,pop,"pop, R&B"
X Ambassadors,Renegades,3.2533333333333334,2015,D major,90.052,hip hop,"hip hop, rock, pop"
R. City,Locked Away (feat. Adam Levine),3.791333333333333,2015,C# major,118.413,pop,pop
Kygo,Stole the Show,3.7197666666666667,2016,G# minor,100.034,pop,"pop, Dance/Electronic"
Tame Impala,The Less I Know The Better,3.6053333333333333,2015,E major,116.879,metal,metal
Selena Gomez,Good For You,3.6926666666666668,2015,F minor,88.928,pop,pop
Fetty Wap,My Way (feat. Monty),3.550883333333333,2015,F# major,128.077,hip hop,"hip hop, pop"
Hozier,Take Me To Church,4.028133333333333,2014,E minor,128.945,folk/acoustic,"Folk/Acoustic, pop"
Taylor Swift,Style,3.85,2014,G major,94.933,pop,pop
Alessia Cara,Here,3.3242166666666666,2015,C major,120.892,pop,"pop, R&B"
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",4.649783333333334,2015,F minor,81.418,pop,pop
David Guetta,Bang My Head (feat. Sia & Fetty Wap),3.2222166666666667,2015,C major,108.061,hip hop,"hip hop, pop, Dance/Electronic"
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),3.7328833333333336,2015,B minor,77.521,hip hop,"hip hop, pop"
Big Sean,I Don't Fuck With You,4.739766666666666,2015,C# major,97.972,hip hop,"hip hop, pop"
Kygo,Firestone,4.527333333333333,2016,B minor,113.927,pop,"pop, Dance/Electronic"
Drake,Jumpman,3.4313166666666666,2015,C# major,142.079,hip hop,"hip hop, pop, R&B"
Petit Biscuit,Sunset Lover,3.9632,2015,F# major,90.838,dance/electronic,Dance/Electronic
Shawn Mendes,Stitches,3.448,2015,C# major,149.882,pop,pop
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",3.737633333333333,2015,A minor,118.004,hip hop,"hip hop, pop"
Selena Gomez,The Heart Wants What It Wants,3.78955,2014,G minor,83.066,pop,pop
Jack Ü,Where Are Ü Now (with Justin Bieber),4.1714166666666666,2015,E minor,139.432,pop,"pop, Dance/Electronic"
Ellie Goulding,On My Mind,3.5574166666666667,2015,D minor,154.943,pop,"pop, rock, Dance/Electronic"
Bryson Tiller,Don't,3.304883333333333,2015,B minor,96.991,hip hop,"hip hop, pop, R&B"
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",2.9445666666666668,2015,F# minor,163.993,hip hop,"hip hop, pop"
Joel Adams,Please Don't Go,3.5096666666666665,2015,E minor,84.264,r&b,R&B
Zedd,I Want You To Know,3.98,2015,A minor,130.003,hip hop,"hip hop, pop, Dance/Electronic"
Jonas Blue,Fast Car,3.5404,2015,A major,113.945,pop,"pop, Dance/Electronic"
BØRNS,Electric Love,3.636216666666667,2015,F# minor,120.063,rock,"rock, pop"
Sigala,Easy Love,3.830216666666667,2018,A major,123.976,pop,"pop, Dance/Electronic"
Justin Bieber,Sorry,3.346433333333333,2015,C minor,99.945,pop,pop
Ariana Grande,One Last Time,3.2877666666666667,2014,G# major,125.026,pop,pop
Little Mix,Black Magic,3.52955,2015,E major,111.987,pop,pop
One Direction,Perfect,3.8388833333333334,2015,D major,99.933,pop,pop
Years & Years,Shine,4.2584333333333335,2015,C# minor,108.002,pop,"pop, Dance/Electronic"
Meghan Trainor,Lips Are Movin,3.0444333333333335,2015,G major,139.091,pop,pop
Nicky Jam,El Perdón - Forgiveness,3.4444333333333335,2017,G# major,90.013,latin,latin
The Weeknd,Starboy,3.840883333333333,2016,G major,186.054,pop,"pop, R&B"
Drake,One Dance,2.899766666666667,2016,C# major,103.967,hip hop,"hip hop, pop, R&B"
Justin Bieber,Love Yourself,3.8953333333333333,2015,E major,100.418,pop,pop
The Chainsmokers,Closer,4.082666666666666,2016,G# major,95.01,pop,"pop, Dance/Electronic"
Adele,Hello,4.925033333333333,2015,F minor,157.98,pop,"pop, R&B"
Desiigner,Panda,4.112683333333333,2016,A# minor,144.833,hip hop,"hip hop, pop"
Burak Yeter,Tuesday (feat. Danelle Sandoval),4.031233333333334,2016,A minor,99.002,dance/electronic,Dance/Electronic
Sia,Cheap Thrills (feat. Sean Paul),3.7468833333333333,2016,F# minor,89.972,pop,pop
OneRepublic,Wherever I Go,2.82955,2016,A# minor,99.961,pop,pop
Rihanna,Work,3.6553333333333335,2016,B major,91.974,hip hop,"hip hop, pop, R&B"
Coldplay,Hymn for the Weekend,4.304433333333333,2015,C minor,90.027,rock,"rock, pop"
Justin Bieber,Sorry,3.346433333333333,2015,C minor,99.945,pop,pop
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",3.93335,2016,C major,113.03,pop,pop
WILLOW,Wait a Minute!,3.275333333333333,2015,D# minor,101.003,pop,"pop, R&B, Dance/Electronic"
Desiigner,Tiimmy Turner,3.99755,2016,F# major,122.803,hip hop,"hip hop, pop"
G-Eazy,"Me, Myself & I",4.1911,2015,C minor,111.995,hip hop,"hip hop, pop"
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),3.4545333333333335,2016,A minor,110.169,hip hop,"hip hop, pop, Dance/Electronic"
Astrid S,Hurts So Good,3.4788,2016,G minor,120.036,rock,"rock, pop, Dance/Electronic"
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",4.058166666666667,2016,A minor,169.021,hip hop,"hip hop, pop"
Twenty One Pilots,Heathens,3.2653333333333334,2016,E minor,90.024,rock,rock
Future,Low Life (feat. The Weeknd),5.225766666666667,2016,G# major,143.961,hip hop,"hip hop, pop"
Galantis,No Money,3.1521,2016,F# minor,126.01,pop,"pop, Dance/Electronic"
The Chainsmokers,Don't Let Me Down,3.4728833333333333,2016,B major,159.803,pop,"pop, Dance/Electronic"
Tinie Tempah,Girls Like (feat. Zara Larsson),3.2666666666666666,2016,C major,120.028,hip hop,"hip hop, pop, Dance/Electronic"
Alok,Hear Me Now,3.2141,2016,B major,121.996,pop,"pop, Dance/Electronic"
Jon Bellion,All Time Low,3.626716666666667,2016,C major,90.246,hip hop,"hip hop, pop"
Cheat Codes,Sex,3.806016666666667,2016,C major,102.42,pop,"pop, Dance/Electronic"
Meghan Trainor,NO,3.5584333333333333,2017,C# minor,92.134,pop,pop
Dua Lipa,Hotter Than Hell,3.132616666666667,2017,D# minor,110.127,pop,pop
Martin Garrix,In the Name of Love,3.2617666666666665,2016,E minor,133.99,pop,"pop, Dance/Electronic"
Alan Walker,Faded,3.5351,2018,F# major,179.642,dance/electronic,Dance/Electronic
Tove Lo,Cool Girl,3.2969166666666667,2016,A minor,101.983,pop,"pop, Dance/Electronic"
DJ Snake,Let Me Love You,3.4324333333333334,2016,G# major,99.988,hip hop,"hip hop, pop, Dance/Electronic"
Calvin Harris,This Is What You Came For (feat. Rihanna),3.7026666666666666,2016,A minor,123.962,hip hop,"hip hop, pop, Dance/Electronic"
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,3.2988833333333334,2016,G minor,101.969,hip hop,"hip hop, pop, Dance/Electronic"
Kevin Gates,2 Phones,4.0,2016,G minor,121.918,hip hop,"hip hop, pop"
Rihanna,Needed Me,3.1933333333333334,2016,F minor,110.898,hip hop,"hip hop, pop, R&B"
Ariana Grande,Side To Side,3.7693333333333334,2016,F# minor,159.145,pop,pop
Marshmello,Alone,4.563366666666667,2016,D major,141.99,pop,"pop, Dance/Electronic"
Shawn Mendes,I Know What You Did Last Summer,3.7308833333333333,2015,A minor,113.939,pop,pop
Selena Gomez,Same Old Love,3.818,2015,B minor,98.02,pop,pop
Calvin Harris,My Way,3.65265,2016,E minor,119.986,hip hop,"hip hop, pop, Dance/Electronic"
Fitz and The Tantrums,HandClap,3.2208833333333335,2016,G# major,139.956,pop,"pop, rock"
Twenty One Pilots,Ride,3.5751,2015,F# major,74.989,rock,rock
Flo Rida,My House,3.2031666666666667,2015,G minor,94.006,hip hop,"hip hop, pop"
Ariana Grande,Dangerous Woman,3.9324333333333334,2016,G major,134.052,pop,pop
Anne-Marie,Alarm,3.42655,2016,C major,146.928,pop,"pop, Dance/Electronic"
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),3.628433333333333,2016,C# minor,100.017,pop,pop
AlunaGeorge,I'm In Control,3.4904166666666665,2016,B minor,104.013,pop,"pop, Dance/Electronic"
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),3.3282166666666666,2016,G# minor,91.03,pop,"pop, latin"
MNEK,Never Forget You,3.5571166666666665,2015,B minor,145.992,dance/electronic,Dance/Electronic
Mike Perry,The Ocean (feat. Shy Martin),3.0569,2016,F major,90.037,pop,"pop, Dance/Electronic"
Drake,Hotline Bling,4.4511,2016,D major,134.96,hip hop,"hip hop, pop, R&B"
Ariana Grande,Into You,4.074216666666667,2016,A major,107.853,pop,pop
Shawn Mendes,Treat You Better,3.1328833333333335,2017,A# minor,82.695,pop,pop
Tory Lanez,Say It,3.9631,2016,B minor,107.331,hip hop,"hip hop, pop, R&B"
Coldplay,Adventure of a Lifetime,4.396433333333333,2015,G major,111.995,rock,"rock, pop"
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,3.25935,2016,C minor,121.969,pop,"pop, Dance/Electronic"
SAYGRACE,You Don't Own Me (feat. G-Eazy),3.358216666666667,2016,G major,186.249,pop,"pop, R&B"
X Ambassadors,Renegades,3.2533333333333334,2015,D major,90.052,hip hop,"hip hop, rock, pop"
DNCE,Cake By The Ocean,3.652433333333333,2016,E minor,119.002,pop,pop
99 Souls,The Girl Is Mine,3.6102166666666666,2016,A major,118.991,dance/electronic,Dance/Electronic
Illy,Papercuts (feat. Vera Blue),4.2648166666666665,2016,F# minor,191.863,hip hop,"hip hop, pop, Dance/Electronic"
Kiiara,Gold,3.7647,2015,G# major,113.049,rock,"rock, pop, Dance/Electronic"
Kygo,Stole the Show,3.71355,2016,G# minor,99.886,pop,"pop, Dance/Electronic"
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),3.574666666666667,2016,G# major,105.017,pop,pop
Drake,Pop Style,3.5491,2016,G major,133.053,hip hop,"hip hop, pop, R&B"
ZAYN,PILLOWTALK,3.3947666666666665,2016,B major,124.909,pop,"pop, Dance/Electronic"
Alessia Cara,Here,3.3242166666666666,2016,C major,120.493,pop,"pop, R&B"
DJ Snake,Middle,3.6762166666666665,2016,A major,104.981,hip hop,"hip hop, pop, Dance/Electronic"
Sigala,Sweet Lovin' - Radio Edit,3.36915,2015,A# major,124.977,pop,"pop, Dance/Electronic"
Drake,Jumpman,3.4313166666666666,2015,C# major,142.079,hip hop,"hip hop, pop, R&B"
Charlie Puth,Dangerously,3.3188833333333334,2016,D minor,112.291,pop,pop
Nick Jonas,Close,3.90355,2016,F# minor,123.996,pop,pop
Jonas Blue,Perfect Strangers,3.276883333333333,2016,C# major,117.986,pop,"pop, Dance/Electronic"
Major Lazer,Cold Water (feat. Justin Bieber & MØ),3.089183333333333,2016,F# minor,92.943,hip hop,"hip hop, pop, Dance/Electronic"
The Chainsmokers,Roses,3.778966666666667,2015,E major,100.001,pop,"pop, Dance/Electronic"
Tory Lanez,LUV,3.8106666666666666,2016,B minor,95.109,hip hop,"hip hop, pop, R&B"
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",3.5902166666666666,2016,G major,162.958,pop,pop
Bryson Tiller,Don't,3.304883333333333,2015,B minor,96.991,hip hop,"hip hop, pop, R&B"
Steve Aoki,Just Hold On,3.3129,2016,B major,114.991,hip hop,"hip hop, pop, Dance/Electronic"
Clean Bandit,Tears (feat. Louisa Johnson),3.765233333333333,2016,F minor,130.037,pop,"pop, Dance/Electronic"
Jonas Blue,Fast Car,3.5404,2015,A major,113.901,pop,"pop, Dance/Electronic"
Flume,Never Be Like You,3.88895,2016,C major,116.838,dance/electronic,Dance/Electronic
Bastille,Good Grief,3.44155,2016,C# major,120.041,pop,"pop, rock"
Sia,The Greatest (feat. Kendrick Lamar),3.5037666666666665,2016,C# major,191.944,pop,pop
PARTYNEXTDOOR,Not Nice,3.377683333333333,2016,C major,128.06,hip hop,"hip hop, pop, R&B"
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",4.183883333333333,2016,F# minor,92.6,hip hop,"hip hop, pop"
Hilltop Hoods,1955,3.988,2016,B major,84.044,hip hop,"hip hop, pop"
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),3.50955,2016,C minor,95.04,pop,pop
Daya,"Sit Still, Look Pretty",3.37035,2016,D major,181.994,rock,"rock, pop, Dance/Electronic"
Kent Jones,Don't Mind,3.303933333333333,2016,G# major,158.777,hip hop,hip hop
Flume,Say It,4.37535,2016,D# minor,75.255,dance/electronic,Dance/Electronic
Bryson Tiller,Exchange,3.24355,2015,F# major,160.108,hip hop,"hip hop, pop, R&B"
MØ,Final Song,3.9304333333333332,2016,C# minor,104.988,pop,"pop, Dance/Electronic"
Beyoncé,Sorry,3.876,2016,D major,129.988,pop,"pop, R&B"
Little Mix,Shout Out to My Ex,4.104,2017,F major,126.014,pop,pop
The Lumineers,Ophelia,2.668283333333333,2016,F major,76.026,pop,"pop, Folk/Acoustic"
Frank Ocean,Pink + White,3.075266666666667,2016,A major,159.738,hip hop,"hip hop, pop, R&B"
Drake,Too Good,4.38955,2016,G major,117.996,hip hop,"hip hop, pop, R&B"
Ed Sheeran,Shape of You,3.8952,2017,C# minor,95.977,pop,pop
Sean Paul,No Lie,3.6862666666666666,2018,G major,102.04,hip hop,"hip hop, pop"
Luis Fonsi,Despacito (Featuring Daddy Yankee),3.8033333333333332,2017,D major,177.833,pop,"pop, latin"
Sam Smith,Too Good At Goodbyes,3.35,2017,F major,91.873,pop,pop
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),4.1848,2016,A minor,101.965,pop,"pop, Dance/Electronic"
Camila Cabello,Havana (feat. Young Thug),3.6149333333333336,2017,G minor,104.992,pop,pop
Imagine Dragons,Thunder,3.1191,2017,C major,167.88,rock,rock
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),3.571083333333333,2018,G major,100.047,pop,pop
The Chainsmokers,Something Just Like This,4.1193333333333335,2017,B minor,103.019,pop,"pop, Dance/Electronic"
Ed Sheeran,Perfect,4.39,2017,G# major,95.05,pop,pop
MGMT,Little Dark Age,4.999333333333333,2018,F# major,97.512,rock,rock
Travis Scott,goosebumps,4.063933333333333,2016,G major,130.049,hip hop,"hip hop, Dance/Electronic"
Billie Eilish,Bored,3.01555,2017,G major,119.959,pop,"pop, Dance/Electronic"
Future,Mask Off,3.41,2017,D major,150.062,hip hop,"hip hop, pop"
G-Eazy,Him & I,4.4811,2017,D major,87.908,hip hop,"hip hop, pop"
Maroon 5,Cold (feat. Future),3.905133333333333,2017,A minor,99.905,pop,pop
Rae Sremmurd,Swang,3.4686666666666666,2016,G# major,139.992,hip hop,"hip hop, pop"
Lil Peep,Save That Shit,3.8591,2017,D major,105.997,hip hop,hip hop
A$AP Ferg,Plain Jane,2.8933333333333335,2017,B major,170.142,hip hop,"hip hop, pop"
French Montana,Unforgettable,3.89835,2017,F# major,97.985,hip hop,"hip hop, pop"
21 Savage,Bank Account,3.6717666666666666,2017,G# minor,75.016,hip hop,hip hop
Axwell /\ Ingrosso,More Than You Know,3.3833333333333333,2017,F minor,123.07,pop,"pop, Dance/Electronic"
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,3.9833333333333334,2017,B minor,180.042,pop,"pop, Dance/Electronic"
J Balvin,Mi Gente,3.1504833333333333,2017,B minor,104.237,latin,latin
Jax Jones,You Don't Know Me - Radio Edit,3.5657666666666668,2016,B minor,124.007,hip hop,"hip hop, pop, Dance/Electronic"
Rae Sremmurd,Black Beatles,4.864883333333333,2016,C major,145.926,hip hop,"hip hop, pop"
Zara Larsson,Ain't My Fault,3.733833333333333,2017,F# minor,141.153,pop,"pop, Dance/Electronic"
Travis Scott,BUTTERFLY EFFECT,3.17795,2017,B major,140.987,hip hop,"hip hop, Dance/Electronic"
Ayo & Teo,Rolex,3.9764333333333335,2017,C# major,144.946,hip hop,"hip hop, pop"
Lil Uzi Vert,XO Tour Llif3,3.0451,2017,B minor,155.096,hip hop,hip hop
Imagine Dragons,Whatever It Takes,3.354,2017,A# minor,134.945,rock,rock
