artist,song,duration [min],release year,key_full,tempo [bpm],genre_primary,genre_raw
3 Doors Down,Let Me Go,4.050883333333333,2012,C# minor,92.004,pop,"pop, rock, metal"
Nickelback,Photograph,4.315333333333333,2005,G# major,145.916,rock,"rock, metal"
T-Pain,I'm Sprung,3.8506666666666667,2005,C minor,99.991,hip hop,"hip hop, pop, R&B"
Destiny's Child,Cater 2 U,4.09,2004,B minor,125.802,pop,"pop, R&B"
The Pussycat Dolls,Stickwitu,3.4584333333333332,2005,A major,79.918,pop,"pop, R&B"
Ryan Cabrera,True,3.4028833333333335,2004,F# major,96.938,pop,pop
Stereophonics,Dakota,4.9571,2005,E major,146.994,rock,"rock, pop"
Eminem,Like Toy Soldiers,4.948,2004,G# minor,79.178,hip hop,hip hop
Nelly,Over And Over,4.232216666666667,2004,G major,169.799,hip hop,"hip hop, pop, R&B"
Coldplay,Speed of Sound,4.7984333333333336,2005,B minor,123.067,rock,"rock, pop"
KT Tunstall,Suddenly I See,3.3617666666666666,2005,C major,100.38,world/traditional,"World/Traditional, pop, Folk/Acoustic"
Destiny's Child,Girl,3.7357666666666667,2004,F# minor,89.036,pop,"pop, R&B"
Kelly Clarkson,Since U Been Gone,3.1493333333333333,2004,A minor,130.999,pop,"pop, R&B"
U2,Sometimes You Can't Make It On Your Own,5.084666666666666,2004,D major,96.0,world/traditional,"World/Traditional, rock"
The All-American Rejects,Dirty Little Secret,3.22755,2005,A# major,143.853,rock,"rock, pop"
Toby Keith,As Good As I Once Was,3.7973333333333334,2005,F major,119.075,country,country
Gwen Stefani,Cool,3.15555,2004,D major,112.019,pop,"pop, R&B"
Foo Fighters,Best of You,4.260433333333333,2005,C# minor,130.198,rock,"rock, metal"
Shakira,Hips Don't Lie (feat. Wyclef Jean),3.6348833333333332,2005,A# minor,100.024,pop,"pop, latin"
Sean Paul,Temperature,3.6428833333333333,2005,C minor,125.04,hip hop,"hip hop, pop"
Justin Timberlake,SexyBack (feat. Timbaland),4.04555,2006,G minor,117.0,pop,pop
Beyoncé,Irreplaceable,3.79755,2007,G minor,175.868,pop,"pop, R&B"
Amy Winehouse,Rehab,3.5824333333333334,2006,C major,71.815,r&b,R&B
Rihanna,SOS,3.982,2006,G major,137.046,hip hop,"hip hop, pop, R&B"
Gnarls Barkley,Crazy,2.9577666666666667,2006,G# major,111.97,hip hop,"hip hop, R&B"
Busta Rhymes,Touch It,3.582666666666667,2006,C# major,138.335,hip hop,"hip hop, pop"
Nelly Furtado,Maneater,4.314883333333333,2006,F# major,132.722,hip hop,"hip hop, pop, latin"
Bob Sinclar,Rock This Party - Everybody Dance Now,4.0911,2006,F minor,128.009,pop,"pop, Dance/Electronic"
Diddy,Come to Me (feat. Nicole Scherzinger),4.6131,2006,F# minor,96.998,hip hop,"hip hop, pop"
Madonna,Sorry,4.698,2005,C minor,132.971,pop,pop
Chamillionaire,Ridin',5.050883333333333,2005,G# minor,143.052,hip hop,"hip hop, pop"
Black Eyed Peas,Pump It,3.5511,2005,C# minor,153.649,hip hop,"hip hop, pop"
Nelly Furtado,Promiscuous,4.038216666666667,2006,A# minor,114.328,hip hop,"hip hop, pop, latin"
Fedde Le Grand,Put Your Hands Up for Detroit - Radio Edit,2.5088833333333334,2015,G major,127.919,pop,"pop, Dance/Electronic"
Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,4.064666666666667,2006,G# major,95.824,hip hop,"hip hop, pop"
The Pussycat Dolls,Buttons,3.759333333333333,2005,D major,210.851,pop,"pop, R&B"
Ciara,Get Up (feat. Chamillionaire),4.3646666666666665,2006,C# minor,128.593,pop,"pop, R&B"
Eminem,Shake That,4.574,2005,C# minor,107.005,hip hop,hip hop
Cherish,Do It To It,3.77155,2006,D major,74.007,hip hop,"hip hop, pop, R&B"
Muse,Supermassive Black Hole,3.54065,2006,G major,120.0,rock,rock
Chris Brown,Gimme That,3.113766666666667,2005,B minor,87.165,hip hop,"hip hop, pop, R&B"
Infernal,From Paris to Berlin,3.4944333333333333,2004,A minor,126.069,pop,pop
Cassie,Me & U,3.20355,2006,G# minor,99.99,pop,"pop, R&B"
E-40,U and Dat (feat. T. Pain & Kandi Girl),3.3786666666666667,2006,F# minor,99.992,hip hop,"hip hop, pop"
The Pussycat Dolls,Beep,3.8226666666666667,2005,G major,103.7,pop,"pop, R&B"
Lil Jon,Snap Yo Fingers,4.5731,2006,G# minor,82.038,hip hop,"hip hop, pop"
Armand Van Helden,My My My - Radio Edit,3.1666666666666665,2006,G major,127.51,pop,"pop, Dance/Electronic"
The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",4.7697666666666665,2005,D major,106.328,hip hop,hip hop
Yung Joc,It's Goin' Down (feat. Nitti),4.030666666666667,2006,C# minor,84.003,hip hop,"hip hop, pop"
Shayne Ward,No Promises,3.717766666666667,2006,E major,79.798,pop,pop
Justin Timberlake,My Love (feat. T.I.),4.602666666666667,2006,B minor,119.952,pop,pop
Nickelback,Savin' Me,3.6553333333333335,2005,D# major,164.007,rock,"rock, metal"
Nelly,Grillz,4.519333333333333,2005,E minor,82.996,hip hop,"hip hop, pop, R&B"
Take That,Patience,3.367766666666667,2006,A# major,175.788,pop,pop
Fergie,London Bridge,4.021766666666666,2006,C# major,90.951,pop,"pop, R&B"
Cascada,Everytime We Touch - Radio Edit,3.3186666666666667,2011,G# major,142.019,hip hop,"hip hop, pop, Dance/Electronic"
D4L,Laffy Taffy,3.73755,2005,G minor,77.499,hip hop,"hip hop, pop"
LL Cool J,Control Myself,3.89955,2006,A# minor,120.066,hip hop,"hip hop, pop, R&B"
Beyoncé,Deja Vu (feat. Jay-Z),4.004666666666667,2007,G major,105.253,pop,"pop, R&B"
P!nk,Stupid Girls,3.286216666666667,2006,E minor,100.04,pop,pop
Eminem,When I'm Gone,4.688666666666666,2005,A# minor,75.272,hip hop,hip hop
Kelis,Bossy,4.566216666666667,2006,E major,84.021,pop,"pop, R&B, Dance/Electronic"
Bob Sinclar,Love Generation - Radio Edit,3.4602166666666667,2005,C# major,128.04,pop,"pop, Dance/Electronic"
Meck,Thunder in My Heart Again (Radio Edit),3.1633333333333336,2005,D minor,129.016,others,set()
Mary J. Blige,Be Without You - Kendu Mix,4.10555,2005,D minor,146.559,pop,"pop, R&B"
Girls Aloud,Something Kinda Ooooh,3.3598333333333334,2012,B minor,131.925,pop,"pop, Dance/Electronic"
Rihanna,Unfaithful,3.7828833333333334,2006,C minor,144.069,hip hop,"hip hop, pop, R&B"
Kanye West,Touch The Sky,3.9433333333333334,2005,A major,98.56,hip hop,hip hop
Dem Franchize Boyz,"Lean Wit It, Rock Wit It",3.830216666666667,2006,F major,76.035,hip hop,"hip hop, pop"
Evanescence,Call Me When You're Sober,3.5784333333333334,2006,G major,93.41,metal,metal
Chingy,Pullin' Me Back,3.9022166666666664,2006,G major,80.0,hip hop,"hip hop, pop, R&B"
Nickelback,Far Away,3.96955,2005,F# major,132.918,rock,"rock, metal"
Fall Out Boy,"Dance, Dance",3.0044333333333335,2005,B minor,114.452,rock,rock
Leona Lewis,A Moment Like This,4.288216666666667,2007,G# major,70.543,pop,"pop, R&B"
T.I.,What You Know,4.572216666666667,2006,B major,73.464,hip hop,"hip hop, pop"
Ludacris,Money Maker,3.84355,2006,C# major,78.756,hip hop,"hip hop, pop"
Nick Lachey,What's Left Of Me,4.076883333333333,2006,G major,149.965,pop,pop
Jibbs,Chain Hang Low,3.459766666666667,2006,E minor,157.147,hip hop,"hip hop, pop"
Arctic Monkeys,When The Sun Goes Down,3.3688833333333332,2006,B minor,169.152,rock,rock
Rascal Flatts,Life is a Highway,4.6128833333333334,2006,F major,103.055,country,country
Beyoncé,Check On It (feat. Slim Thug),3.5197666666666665,2006,G major,166.104,pop,"pop, R&B"
Keyshia Cole,Love,4.25555,2005,F major,116.714,hip hop,"hip hop, pop, R&B"
Lily Allen,Smile,3.28155,2006,F major,95.506,pop,pop
Ne-Yo,Sexy Love,3.6808833333333335,2006,G# major,94.02,pop,"pop, R&B"
JoJo,Too Little Too Late,3.728,2006,F# minor,83.001,hip hop,"hip hop, pop, R&B"
Mary J. Blige,One,4.3411,2005,C major,185.888,pop,"pop, R&B"
Bubba Sparxxx,Ms. New Booty,4.210883333333333,2005,C# major,129.37,hip hop,"hip hop, pop, country"
Amy Winehouse,You Know I'm No Good,4.2824333333333335,2006,A major,103.383,r&b,R&B
Rascal Flatts,What Hurts The Most,3.568433333333333,2006,F minor,136.002,country,country
Red Hot Chili Peppers,Dani California,4.7026666666666666,2006,C major,96.184,rock,rock
Scissor Sisters,I Don't Feel Like Dancin',4.806,2006,G major,108.023,pop,"pop, rock, Dance/Electronic"
Ne-Yo,So Sick,3.4531,2006,F# major,92.791,pop,"pop, R&B"
Hinder,Lips Of An Angel,4.350883333333333,2019,D major,129.005,pop,"pop, rock, metal"
The Raconteurs,"Steady, As She Goes",3.5877666666666665,2006,A major,123.696,rock,rock
The Fratellis,Chelsea Dagger,3.588433333333333,2006,G major,154.514,rock,rock
Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),3.8644333333333334,2005,C# minor,179.999,hip hop,"hip hop, pop, rock"
The Pussycat Dolls,Stickwitu,3.4584333333333332,2005,A major,79.918,pop,"pop, R&B"
Panic! At The Disco,I Write Sins Not Tragedies,3.0931,2005,A minor,169.961,rock,rock
James Blunt,Goodbye My Lover,4.310883333333333,2005,E major,89.567,pop,pop
Christina Aguilera,Ain't No Other Man,3.8151,2006,G major,127.91,pop,pop
Westlife,The Rose,3.6517666666666666,2006,A major,109.581,pop,pop
Keane,Is It Any Wonder?,3.102883333333333,2006,B minor,129.352,pop,pop
Orson,No Tomorrow,2.79155,2006,D# minor,124.082,pop,pop
T-Pain,I'm N Luv (Wit a Stripper) (feat. Mike Jones),4.4222166666666665,2005,G# major,145.171,hip hop,"hip hop, pop, R&B"
KT Tunstall,Black Horse And The Cherry Tree,2.8728833333333332,2005,E minor,104.833,world/traditional,"World/Traditional, pop, Folk/Acoustic"
Natasha Bedingfield,Unwritten,4.322216666666667,2004,F major,100.011,pop,pop
Razorlight,America,4.1626666666666665,2006,D major,90.933,rock,"rock, pop"
James Morrison,You Give Me Something,3.5528833333333334,2006,G major,79.753,pop,"pop, R&B"
Snow Patrol,You're All I Have,4.55555,2006,D major,132.013,world/traditional,"World/Traditional, rock, pop"
The Fray,How to Save a Life,4.37555,2005,A# major,122.035,pop,pop
Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),2.5273333333333334,2006,E major,108.102,world/traditional,"World/Traditional, pop"
My Chemical Romance,Welcome to the Black Parade,5.1851,2006,D major,96.95,rock,rock
Razorlight,In The Morning,3.70755,2006,E minor,124.191,rock,"rock, pop"
The All-American Rejects,Dirty Little Secret,3.22755,2005,A# major,143.853,rock,"rock, pop"
James Morrison,Wonderful World,3.5011,2006,C# major,78.969,pop,"pop, R&B"
Chris Brown,Yo (Excuse Me Miss),3.8173333333333335,2005,E major,86.768,hip hop,"hip hop, pop, R&B"
P!nk,Who Knew,3.4748833333333335,2006,A major,140.004,pop,pop
The Kooks,Naive,3.391766666666667,2006,G# minor,100.304,rock,rock
Leona Lewis,Bleeding Love,4.374433333333333,2007,F major,104.036,pop,"pop, R&B"
Rihanna,Umbrella,4.599766666666667,2008,C# major,174.028,hip hop,"hip hop, pop, R&B"
Britney Spears,Gimme More,4.187333333333333,2007,D major,113.324,pop,pop
Fergie,Big Girls Don't Cry (Personal),4.468666666666667,2006,G major,113.082,pop,"pop, R&B"
Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,3.6568833333333335,2007,C# major,105.828,pop,pop
Plain White T's,Hey There Delilah,3.87555,2005,D major,103.971,pop,pop
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),7.476216666666667,2006,G major,76.0,pop,pop
Gwen Stefani,The Sweet Escape,4.107766666666667,2006,C# major,119.961,pop,"pop, R&B"
Timbaland,The Way I Are,2.985333333333333,2007,D# minor,114.759,hip hop,"hip hop, pop, R&B"
Nelly Furtado,Say It Right,3.718,2006,C# major,116.948,hip hop,"hip hop, pop, latin"
Ida Corr,Let Me Think About It,2.5328833333333334,2012,C minor,129.026,others,set()
Alex Gaudino,Destination Calabria - Radio Edit,3.7185166666666665,2007,D major,128.016,dance/electronic,Dance/Electronic
September,Cry for You,3.4966666666666666,2007,A major,130.018,pop,"pop, Dance/Electronic"
Akon,Smack That,3.5393333333333334,2006,F minor,118.988,pop,pop
Timbaland,Give It To Me,3.9004333333333334,2007,G# major,110.621,hip hop,"hip hop, pop, R&B"
50 Cent,Ayo Technology,4.132433333333333,2007,G# minor,140.144,hip hop,"hip hop, pop"
Eric Prydz,Proper Education - Radio Edit,3.30945,2007,C major,124.938,pop,"pop, Dance/Electronic"
Fedde Le Grand,Put Your Hands Up For Detroit - Radio Edit,2.5088833333333334,2015,G major,127.995,pop,"pop, Dance/Electronic"
Ciara,Like a Boy,3.9508833333333335,2006,C minor,132.035,pop,"pop, R&B"
Kanye West,Stronger,5.197766666666666,2007,A# minor,103.992,hip hop,hip hop
Beyoncé,Beautiful Liar,3.3308833333333334,2007,G# major,91.977,pop,"pop, R&B"
Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,3.9528833333333333,2007,C# minor,79.702,hip hop,"hip hop, pop"
Akon,I Wanna Love You,4.117766666666666,2006,C major,99.989,pop,pop
Soulja Boy,Crank That (Soulja Boy),3.6988833333333333,2007,C major,140.141,hip hop,"hip hop, pop"
Fat Joe,Make It Rain,4.12355,2006,B minor,149.28,hip hop,"hip hop, pop"
P!nk,U + Ur Hand,3.5731,2006,C major,141.04,pop,pop
Rihanna,Shut Up And Drive,3.538,2008,C# major,132.964,hip hop,"hip hop, pop, R&B"
Lloyd,Get It Shawty,3.4922166666666667,2007,F minor,128.014,hip hop,"hip hop, pop, R&B"
Kanye West,Can't Tell Me Nothing,4.526666666666666,2007,F minor,80.029,hip hop,hip hop
Camille Jones,The Creeps - Fedde Le Grand Radio Mix,2.538883333333333,2006,F# major,127.894,others,set()
Linkin Park,What I've Done,3.4268833333333335,2007,F major,120.119,rock,"rock, metal"
Keyshia Cole,Last Night,4.2617666666666665,2007,D# minor,121.006,hip hop,"hip hop, pop, R&B"
Chris Brown,Kiss Kiss (feat. T-Pain),4.177766666666667,2007,A# minor,140.043,hip hop,"hip hop, pop, R&B"
Shop Boyz,Party Like A Rock Star,4.223333333333334,2007,G major,144.972,hip hop,"hip hop, pop"
Finger Eleven,Paralyzer,3.4684333333333335,2007,B minor,106.031,rock,"rock, metal"
Justin Timberlake,Summer Love,4.216216666666667,2006,C minor,95.802,pop,pop
MiMS,This Is Why I'm Hot,4.228433333333333,2007,G# major,80.021,hip hop,"hip hop, pop"
Fabolous,Make Me Better,4.226216666666667,2007,B major,86.491,hip hop,"hip hop, pop, R&B"
Seether,Fake It,3.23155,2007,G# major,132.078,rock,"rock, metal"
Take That,Patience,3.367766666666667,2006,A# major,175.788,pop,pop
Arctic Monkeys,Brianstorm,2.8811,2007,C# major,165.182,rock,rock
Justin Timberlake,My Love (feat. T.I.),4.602666666666667,2006,B minor,119.952,pop,pop
Fergie,Glamorous,4.11,2006,C major,130.993,pop,"pop, R&B"
Linkin Park,Bleed It Out,2.772883333333333,2007,C# minor,140.127,rock,"rock, metal"
My Chemical Romance,Teenagers,2.6986666666666665,2006,E major,111.647,rock,rock
Calvin Harris,Acceptable in the 80's,5.561333333333334,2007,G major,127.99,hip hop,"hip hop, pop, Dance/Electronic"
Sugababes,About You Now,3.54,2007,C# minor,82.499,pop,"pop, R&B"
Avril Lavigne,Girlfriend,3.61,2007,G major,163.983,pop,pop
Ne-Yo,Because Of You,4.447333333333333,2007,C minor,109.97,pop,"pop, R&B"
Daughtry,It's Not Over,3.5862166666666666,2016,A# minor,145.959,pop,"pop, rock, metal"
Unk,Walk It Out,2.884,2013,C# minor,160.022,hip hop,"hip hop, pop"
Lloyd,You,4.552216666666666,2007,F minor,130.159,hip hop,"hip hop, pop, R&B"
Klaxons,Golden Skans,2.752,2007,D minor,141.955,rock,rock
T-Pain,Bartender (feat. Akon),3.98,2007,G# major,104.987,hip hop,"hip hop, pop, R&B"
Baby Boy Da Prince,The Way I Live - Main Explicit,5.4151,2006,C major,90.02,hip hop,"hip hop, pop"
Fergie,Fergalicious,4.872883333333333,2006,G# minor,129.055,pop,"pop, R&B"
Omarion,Ice Box,4.273766666666667,2006,G# major,131.105,hip hop,"hip hop, pop, R&B"
Pretty Ricky,On the Hotline - Amended Version,4.0431,2007,A# minor,92.988,hip hop,"hip hop, pop, R&B"
Nickelback,Rockstar,4.200666666666667,2005,C major,144.072,rock,"rock, metal"
Fall Out Boy,Thnks fr th Mmrs,3.391766666666667,2007,A# minor,154.837,rock,rock
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),7.40555,2006,C# major,121.243,pop,pop
All Time Low,"Dear Maria, Count Me In",3.0471,2007,D major,181.04,rock,rock
Amy Winehouse,Back To Black,4.02155,2006,G minor,122.728,r&b,R&B
Keyshia Cole,Let It Go,3.9726666666666666,2007,C# major,94.955,hip hop,"hip hop, pop, R&B"
Ciara,Promise,4.456883333333334,2006,A major,123.279,pop,"pop, R&B"
Enrique Iglesias,Do You Know? (The Ping Pong Song),3.6588833333333333,2007,G# major,114.999,pop,"pop, latin"
T2,Heartbroken - Edit,2.9768833333333333,2017,B minor,139.986,dance/electronic,Dance/Electronic
Robyn,With Every Heartbeat,4.248666666666667,2005,E minor,120.872,pop,"pop, Dance/Electronic"
Maroon 5,Makes Me Wonder,3.518,2007,G major,113.996,pop,pop
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",3.534,2007,A major,199.935,rock,rock
Paramore,Misery Business,3.525333333333333,2007,C# major,172.977,pop,"pop, rock"
Hinder,Better Than Me,3.72555,2019,D minor,139.913,pop,"pop, rock, metal"
Huey,"Pop, Lock & Drop It - Video Edit",4.350433333333333,2006,B minor,144.09,hip hop,"hip hop, pop"
Foo Fighters,The Pretender,4.48955,2007,A major,172.984,rock,"rock, metal"
Plies,Shawty (feat. T Pain),4.256883333333334,2007,E minor,105.412,hip hop,"hip hop, pop, R&B"
Kaiser Chiefs,Ruby,3.4033333333333333,2007,F minor,93.416,rock,rock
Mark Ronson,Stop Me (feat. Daniel Merriweather),3.882433333333333,2007,C major,118.035,pop,pop
Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),3.9711,2006,F# major,83.998,hip hop,"hip hop, pop, R&B"
Jim Jones,We Fly High,3.9346666666666668,2006,C# major,120.226,hip hop,"hip hop, pop"
The Red Jumpsuit Apparatus,Face Down,3.2,2006,G minor,92.956,pop,pop
MIKA,Grace Kelly,3.1288833333333335,2006,C major,122.229,pop,pop
Christina Aguilera,Candyman,3.236883333333333,2006,G# minor,172.976,pop,pop
Sean Kingston,Beautiful Girls,3.7562166666666665,2007,C# minor,130.009,hip hop,"hip hop, pop, R&B"
Akon,Don't Matter,4.884433333333333,2006,D major,125.139,pop,pop
James Blunt,1973,4.6671,2007,A major,123.007,pop,pop
Carrie Underwood,Before He Cheats,3.3324333333333334,2005,F# minor,147.905,pop,"pop, country"
Just Jack,Starz In Their Eyes,4.932216666666666,2006,D# major,123.802,dance/electronic,Dance/Electronic
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),3.7993333333333332,2007,C# major,80.001,hip hop,"hip hop, pop, R&B"
Bone Thugs-N-Harmony,I Tried,4.791333333333333,2007,E major,81.995,hip hop,"hip hop, pop"
Avril Lavigne,When You're Gone,4.008216666666667,2007,E minor,142.034,pop,pop
Rich Boy,Throw Some D's,4.398666666666666,2007,B major,160.895,hip hop,"hip hop, pop"
MIKA,Love Today,3.91955,2006,E major,124.484,pop,pop
Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),3.9282166666666667,2007,D major,126.766,rock,"rock, pop"
Elliott Yamin,Wait for You,4.355333333333333,2007,C major,116.027,others,set()
Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",4.018883333333333,2007,C# major,92.515,others,set()
Boys Like Girls,The Great Escape,3.442,2007,C# minor,149.934,pop,pop
Take That,Rule The World - Radio Edit,3.962666666666667,2007,D major,164.054,pop,pop
J. Holiday,Bed,4.5851,2007,F minor,127.901,hip hop,"hip hop, pop, R&B, Dance/Electronic"
Red Hot Chili Peppers,Snow (Hey Oh),5.577766666666666,2006,B major,104.655,rock,rock
Ludacris,Runaway Love,4.678,2006,C# major,92.854,hip hop,"hip hop, pop"
Flo Rida,Low (feat. T-Pain),3.8566666666666665,2008,A# minor,128.008,hip hop,"hip hop, pop"
Katy Perry,I Kissed A Girl,2.994,2008,F major,129.996,pop,pop
Rihanna,Take A Bow,3.82355,2008,A major,82.082,hip hop,"hip hop, pop, R&B"
Alicia Keys,No One,4.230216666666666,2007,C# minor,90.04,pop,"pop, R&B"
Timbaland,Apologize,3.0733333333333333,2007,G# major,118.016,hip hop,"hip hop, pop, R&B"
Ne-Yo,Miss Independent,3.8666666666666667,2008,C# major,171.812,pop,"pop, R&B"
Chris Brown,With You,4.202,2007,D# major,86.009,hip hop,"hip hop, pop, R&B"
Beyoncé,If I Were a Boy,4.152433333333334,2008,F# major,90.007,pop,"pop, R&B"
Kardinal Offishall,Dangerous,4.100883333333333,2008,G# major,117.002,hip hop,"hip hop, pop, R&B"
Madcon,Beggin (original version),3.6024333333333334,2007,E minor,129.023,hip hop,"hip hop, pop"
September,Cry for You,3.4966666666666666,2007,A major,130.018,pop,"pop, Dance/Electronic"
Rihanna,Disturbia,3.9771,2008,B minor,124.921,hip hop,"hip hop, pop, R&B"
Guru Josh Project,Infinity 2008,3.1668833333333333,2011,G minor,127.999,hip hop,hip hop
Britney Spears,Break the Ice,3.26755,2007,F minor,117.533,pop,pop
Lil Wayne,Lollipop,4.988883333333333,2008,C major,148.075,hip hop,"hip hop, pop"
Basshunter,Now You're Gone - Video Edit,2.4697666666666667,2008,C# major,147.99,pop,pop
Kanye West,Flashing Lights,3.9584333333333332,2007,F# minor,90.482,hip hop,hip hop
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),3.16155,2009,D major,113.029,pop,pop
Katy Perry,Hot N Cold,3.6704333333333334,2008,G major,132.032,pop,pop
Rihanna,Don't Stop The Music,4.451333333333333,2008,F# minor,122.668,hip hop,"hip hop, pop, R&B"
Snoop Dogg,Sensual Seduction,4.092,2007,B major,120.163,hip hop,"hip hop, pop"
Akon,Right Now (Na Na Na),4.012433333333333,2008,G# minor,137.982,pop,pop
Britney Spears,Womanizer,3.74,2008,B major,139.0,pop,pop
Eric Prydz,Pjanoo - Radio Edit,2.623866666666667,2008,G minor,125.99,pop,"pop, Dance/Electronic"
Kelly Rowland,Work,3.465333333333333,2010,A# minor,102.757,hip hop,"hip hop, pop, R&B"
Jeezy,Put On,5.354883333333333,2008,A minor,137.616,hip hop,"hip hop, pop"
Madonna,Give It 2 Me,4.7984333333333336,2008,G# minor,127.019,pop,pop
The Pussycat Dolls,When I Grow Up,4.094666666666667,2008,B minor,118.449,pop,"pop, R&B"
will.i.am,Heartbreaker,5.464666666666667,2007,A minor,120.051,hip hop,"hip hop, pop"
Soulja Boy,Crank That (Soulja Boy),3.6988833333333333,2007,C major,140.141,hip hop,"hip hop, pop"
Britney Spears,Piece of Me,3.5351,2007,B major,115.007,pop,pop
T.I.,Live Your Life,5.64755,2008,B minor,159.841,hip hop,"hip hop, pop"
Ne-Yo,Closer,3.906,2008,E minor,126.027,pop,"pop, R&B"
Lil Wayne,A Milli,3.6973333333333334,2008,F# minor,151.486,hip hop,"hip hop, pop"
Colby O'Donis,What You Got,4.050216666666667,2008,C# major,119.974,hip hop,"hip hop, pop, R&B"
Miley Cyrus,See You Again,3.1742166666666667,2007,A minor,138.975,pop,pop
Basshunter,All I Ever Wanted - Radio Edit,2.9408833333333333,2008,E major,144.954,pop,pop
Chris Brown,Kiss Kiss (feat. T-Pain),4.177766666666667,2007,A# minor,140.043,hip hop,"hip hop, pop, R&B"
Finger Eleven,Paralyzer,3.4684333333333335,2007,B minor,106.031,rock,"rock, metal"
Alesha Dixon,The Boy Does Nothing,3.5113333333333334,2008,D# minor,87.0,pop,pop
Dizzee Rascal,Dance Wiv Me - Radio Edit,3.40155,2011,B major,111.996,hip hop,"hip hop, pop, Dance/Electronic"
Gabriella Cilmi,Sweet About Me,3.3688833333333332,2008,F# major,131.977,r&b,R&B
Jack White,Another Way to Die,4.370666666666667,2007,E minor,141.933,rock,"rock, blues"
Plies,Hypnotized (feat. Akon),3.14155,2007,A# major,116.59,hip hop,"hip hop, pop, R&B"
The Pussycat Dolls,I Hate This Part,3.64,2008,F major,111.572,pop,"pop, R&B"
Sean Kingston,Take You There,3.9448833333333333,2008,F minor,115.033,hip hop,"hip hop, pop, R&B"
Natasha Bedingfield,Pocketful of Sunshine,3.3906666666666667,2008,A minor,110.019,pop,pop
The Offspring,"You're Gonna Go Far, Kid",2.963766666666667,2008,C major,126.115,rock,"rock, pop, metal"
Kanye West,Homecoming,3.39155,2007,C# major,86.917,hip hop,hip hop
Estelle,American Boy,4.74555,2008,C major,117.932,r&b,R&B
Saving Abel,Addicted,3.713766666666667,2008,G major,138.018,rock,"rock, metal"
Pendulum,Propane Nightmares,5.222433333333333,2008,G minor,173.992,dance/electronic,Dance/Electronic
The Game,My Life,5.348216666666667,2008,B major,148.113,hip hop,"hip hop, pop"
Danity Kane,Damaged,4.0711,2008,G# minor,120.01,pop,"pop, R&B"
P!nk,So What,3.586,2008,B minor,126.019,pop,pop
Kanye West,Love Lockdown,4.5051,2008,C# minor,119.603,hip hop,hip hop
Gym Class Heroes,Cookie Jar (feat. The-Dream),3.6052833333333334,2008,F major,113.053,hip hop,"hip hop, pop"
M.I.A.,Paper Planes,3.42,2007,D major,172.247,pop,"pop, rock"
3 Doors Down,It's Not My Time,4.032666666666667,2008,C major,127.962,pop,"pop, rock, metal"
Kylie Minogue,Wow,3.1828833333333333,2007,A major,124.072,pop,"pop, Dance/Electronic"
Mariah Carey,Touch My Body,3.4122166666666667,2008,E minor,78.502,pop,"pop, R&B"
MGMT,Kids,5.0473333333333334,2007,A major,122.961,rock,rock
The Ting Tings,Shut Up and Let Me Go,2.8537666666666666,2007,G major,107.993,pop,"pop, rock, Dance/Electronic"
Lil Wayne,Got Money,4.0771,2008,G major,82.48,hip hop,"hip hop, pop"
Santana,Into the Night (feat. Chad Kroeger),3.707333333333333,2007,G major,127.981,rock,"rock, blues, latin"
The-Dream,I Luv Your Girl,4.464433333333333,2007,G# major,90.063,hip hop,"hip hop, pop, R&B"
Wiley,Wearing My Rolex - Radio Edit,2.8413333333333335,2008,C# major,131.942,hip hop,"hip hop, Dance/Electronic"
Usher,Love in This Club (feat. Young Jeezy),4.328666666666667,2008,C major,140.012,hip hop,"hip hop, pop, R&B"
Sam Sparro,Black & Gold - Radio Edit,3.5393333333333334,2008,E minor,135.968,pop,"pop, Dance/Electronic"
"H ""two"" O",What's It Gonna Be (feat. Platnum),3.4579333333333335,2008,A major,139.61,dance/electronic,Dance/Electronic
The Ting Tings,That's Not My Name,5.176216666666667,2008,A major,145.042,pop,"pop, rock, Dance/Electronic"
Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",4.012666666666667,2008,F minor,78.946,hip hop,"hip hop, pop, R&B"
James Morrison,Broken Strings,4.174216666666666,2008,C# major,111.91,pop,"pop, R&B"
Leona Lewis,Run,5.245333333333333,2007,F minor,142.365,pop,"pop, R&B"
Metro Station,Shake It,2.9991,2007,E major,150.034,pop,"pop, rock"
