artist,song,duration [min],release year,key,tempo [bpm],genre
Selena Gomez,Wolves,3.2998833333333333,2017,B,124.987,pop
Tiësto,Jackie Chan,3.5959833333333333,2018,D#,128.005,pop
Tom Walker,Leave a Light On,3.0977166666666665,2017,F,68.976,rock
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",3.3587666666666665,2018,C#,94.968,pop
Marshmello,Silence,3.0137,2017,E,141.971,pop
5 Seconds of Summer,Youngblood,3.3902833333333335,2018,G,120.274,pop
Loud Luxury,Body (feat. brando),2.720266666666667,2017,C#,121.958,pop
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),4.090883333333333,2018,D,113.0,pop
NF,Let You Down,3.5353333333333334,2017,F,147.997,hip hop
XXXTENTACION,changes,2.031433333333333,2018,B,64.934,hip hop
Maluma,Corazón (feat. Nego do Borel),3.078666666666667,2018,A,198.075,latin
Cardi B,Bodak Yellow,3.7285333333333335,2018,B,125.022,hip hop
Lil Baby,Yes Indeed,2.3712166666666668,2018,F,119.957,hip hop
Jonas Blue,Rise,3.2401166666666668,2018,C#,106.046,pop
David Guetta,Flames,3.244666666666667,2018,F,93.95,hip hop
Ozuna,Vaina Loca,2.93555,2018,F#,93.982,latin
Charlie Puth,How Long,3.34755,2018,C#,109.974,pop
Post Malone,Better Now,3.854433333333333,2018,A#,145.038,hip hop
BlocBoy JB,Look Alive (feat. Drake),3.02105,2018,A#,140.022,hip hop
Eminem,River (feat. Ed Sheeran),3.68355,2017,G#,90.09,hip hop
Marshmello,Happier,3.571483333333333,2018,F,100.015,pop
Dean Lewis,Be Alright,3.272883333333333,2018,B,126.684,pop
Charlie Puth,Done for Me (feat. Kehlani),3.0082166666666668,2018,F#,112.009,pop
Migos,Stir Fry,3.171466666666667,2018,D,181.982,hip hop
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",3.954,2018,C#,203.911,hip hop
Drake,In My Feelings,3.6320833333333336,2018,C#,91.03,hip hop
B Young,Jumanji,2.885883333333333,2018,A#,95.948,hip hop
Charlie Puth,The Way I Am,3.1013333333333333,2018,A#,114.966,pop
Reik,Me Niego (feat. Ozuna & Wisin),3.6942166666666667,2018,C,94.023,pop
benny blanco,Eastside (with Halsey & Khalid),2.89665,2018,F#,89.391,hip hop
Luis Fonsi,Échame La Culpa,2.8953333333333333,2017,C,95.989,pop
MK,17,3.2748166666666667,2017,C,122.029,pop
Rita Ora,Anywhere,3.5844,2017,B,106.93,hip hop
Banx & Ranx,Answerphone (feat. Yxng Bane),3.182,2018,C#,113.021,Dance/Electronic
Ella Mai,Trip,3.56655,2018,B,79.882,hip hop
Daddy Yankee,Dura,3.3413333333333335,2018,C#,95.001,latin
DJ Khaled,No Brainer,4.333333333333333,2018,C,135.702,hip hop
Anne-Marie,2002,3.116433333333333,2018,C#,96.133,pop
Bruno Mars,Finesse - Remix; feat. Cardi B,3.6214666666666666,2017,F,105.115,pop
FINNEAS,Let's Fall in Love for the Night,3.1724666666666668,2018,F,127.921,rock
Hugh Jackman,The Greatest Show,5.0357666666666665,2017,B,157.92,Others
Halsey,Bad At Love,3.021316666666667,2017,C,118.384,pop
Drake,I'm Upset,3.5744333333333334,2018,B,150.002,hip hop
Camila Cabello,Never Be the Same,3.7828833333333334,2018,C,129.923,pop
M.O,Bad Vibe,3.570883333333333,2018,A#,110.009,pop
Dua Lipa,IDGAF,3.632433333333333,2017,G,97.028,pop
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),3.10385,2018,C#,100.028,pop
Bazzi,Mine,2.1844,2018,E,142.929,pop
Lil Dicky,Freaky Friday (feat. Chris Brown),3.610516666666667,2018,G#,133.123,hip hop
Lauv,I Like Me Better,3.2906,2018,A,91.97,pop
The Chainsmokers,This Feeling,3.2991,2018,C#,105.049,pop
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,3.92575,2018,C,124.959,pop
Khalid,Love Lies (with Normani),3.3617833333333333,2018,F#,143.955,pop
Drake,Nice For What,3.5124333333333335,2018,G#,93.372,hip hop
Kendrick Lamar,LOVE. FEAT. ZACARI.,3.5566666666666666,2017,A#,126.058,hip hop
Post Malone,Psycho (feat. Ty Dolla $ign),3.6906666666666665,2018,G#,140.06,hip hop
Lil Nas X,Old Town Road - Remix,2.617766666666667,2019,F#,136.041,hip hop
Billie Eilish,bad guy,3.234783333333333,2019,G,135.128,pop
Shawn Mendes,Señorita,3.1799833333333334,2019,A,116.967,pop
Ariana Grande,7 rings,2.9771,2019,C#,140.048,pop
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2.626,2019,D,89.96,hip hop
Gesaffelstein,Lost in the Fire (feat. The Weeknd),3.3682166666666666,2019,D,100.966,Dance/Electronic
Halsey,Without Me,3.361,2018,F#,136.041,pop
Regard,Ride It,2.62675,2019,G,117.948,pop
Lady Gaga,Shallow,3.59555,2018,G,95.799,pop
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),3.624433333333333,2018,G,114.066,pop
Lewis Capaldi,Someone You Loved,3.036,2019,C#,109.891,pop
Jax Jones,All Day And Night,2.8217166666666667,2019,C#,121.908,hip hop
Mustard,Pure Water (with Migos),3.2078333333333333,2019,C,202.015,hip hop
NLE Choppa,Shotta Flow (feat. Blueface) [Remix],2.94385,2019,D,120.08,hip hop
Kodak Black,ZEZE (feat. Travis Scott & Offset),3.81265,2018,G#,98.043,hip hop
Daddy Yankee,Con Calma,3.2204333333333333,2019,G#,93.989,latin
Alec Benjamin,Let Me Down Slowly,2.82255,2018,C#,150.073,rock
BLACKPINK,Kill This Love,3.1508666666666665,2019,D,131.98,pop
Offset,Clout (feat. Cardi B),3.43005,2019,C#,140.022,hip hop
MEDUZA,Piece Of Your Heart,2.54855,2019,A#,124.08,pop
Ed Sheeran,Antisocial (with Travis Scott),2.6957666666666666,2019,F,151.957,pop
Travis Scott,SICKO MODE,5.213666666666667,2018,G#,155.008,hip hop
Mabel,Mad Love,2.830216666666667,2019,C,198.065,pop
Lana Del Rey,Doin' Time,3.369866666666667,2019,G,144.982,pop
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",3.5416666666666665,2019,G#,95.881,hip hop
A Boogie Wit da Hoodie,Look Back at It,2.9908166666666665,2018,D#,96.057,hip hop
Saweetie,My Type,2.1074333333333333,2019,D,105.038,hip hop
Lil Tecca,Ransom,2.187333333333333,2019,G,179.974,hip hop
Russ Millions,Keisha & Becky - Remix,4.2151,2019,F#,140.969,pop
Billie Eilish,lovely (with Khalid),3.3364166666666666,2018,E,115.284,pop
Mabel,Don't Call Me Up,2.974666666666667,2019,A,98.994,pop
Lil Nas X,Old Town Road,1.8833333333333333,2019,C#,135.998,hip hop
Meek Mill,Going Bad (feat. Drake),3.0087,2018,E,86.003,hip hop
Post Malone,Wow.,2.4924333333333335,2019,B,99.96,hip hop
Doja Cat,Juicy,3.3722166666666666,2019,C,170.037,pop
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),3.1581,2018,A,93.023,hip hop
iann dior,emotions,2.1868833333333333,2019,A,80.512,hip hop
Paulo Londra,Adan y Eva,4.28285,2019,C#,171.993,hip hop
Drake,Money In The Grave (Drake ft. Rick Ross),3.423766666666667,2019,A#,100.541,hip hop
Lil Nas X,Panini,1.9148833333333333,2019,F,153.848,hip hop
Bad Bunny,MIA (feat. Drake),3.5061166666666668,2018,F#,97.062,latin
Polo G,Pop Out (feat. Lil Tjay),2.776,2019,C#,168.112,hip hop
Juice WRLD,Robbery,4.0008333333333335,2019,D,159.966,hip hop
21 Savage,a lot,4.8104,2018,C#,145.972,hip hop
Young Thug,The London (feat. J. Cole & Travis Scott),3.3351,2019,E,97.981,hip hop
Anuel AA,China,5.028566666666666,2019,G,105.027,latin
Camila Cabello,Liar,3.450633333333333,2019,B,98.016,pop
Flipp Dinero,Leave Me Alone,3.2606166666666665,2019,G,150.024,hip hop
Cardi B,Money,3.0587833333333334,2018,G#,130.003,hip hop
Ariana Grande,"break up with your girlfriend, i'm bored",3.174,2019,F,169.999,pop
Dave,Location (feat. Burna Boy),4.02155,2019,A,109.979,hip hop
Ava Max,Sweet but Psycho,3.1239333333333335,2018,C#,133.002,pop
Dua Lipa,Don't Start Now,3.0548333333333333,2019,B,123.941,pop
Young T & Bugsey,Strike a Pose (feat. Aitch),3.57005,2019,C#,137.776,hip hop
Calvin Harris,Giant (with Rag'n'Bone Man),3.819733333333333,2019,C#,122.015,hip hop
Ed Sheeran,Take Me Back to London (feat. Stormzy),3.1622166666666667,2019,G#,138.058,pop
Cardi B,Please Me,3.34815,2019,C#,133.992,hip hop
Stormzy,Vossi Bop,3.2711,2019,G#,188.115,hip hop
Tones And I,Dance Monkey,3.4906333333333333,2019,F#,98.027,pop
Ariana Grande,boyfriend (with Social House),3.101766666666667,2019,A#,190.097,pop
Bad Bunny,Callaita,4.17555,2019,D,176.169,latin
Ava Max,So Am I,3.0504333333333333,2019,F#,130.089,pop
Pedro Capó,Calma - Remix,3.97,2018,B,126.899,pop
J. Cole,MIDDLE CHILD,3.5598833333333335,2019,G#,123.984,hip hop
Lunay,Soltera - Remix,4.4347666666666665,2019,F,92.01,pop
Khalid,Better,3.8235333333333332,2018,C,97.565,pop
Blueface,Thotiana,2.1544,2018,A#,104.025,hip hop
DaBaby,Suge,2.722,2019,D,75.445,hip hop
AJ Tracey,Ladbroke Grove,3.1756166666666665,2019,B,133.986,hip hop
Billie Eilish,bury a friend,3.21905,2019,G#,120.046,pop
BTS,Boy With Luv (feat. Halsey),3.82955,2019,B,119.991,pop
Wiley,Boasty (feat. Idris Elba),2.9530833333333333,2019,D,102.958,hip hop
Jonas Brothers,Only Human,3.05,2019,C,94.01,pop
5 Seconds of Summer,Easier,2.6248666666666667,2019,F,175.813,pop
Avicii,SOS (feat. Aloe Blacc),2.620033333333333,2019,F,100.001,pop
"Tyler, The Creator",EARFQUAKE,3.1677666666666666,2019,A,79.635,hip hop
Ashley O,On A Roll,2.574116666666667,2019,F,125.011,Others
Dominic Fike,3 Nights,2.9611,2018,G,151.891,rock
Sigala,Wish You Well,3.42755,2019,F,124.975,pop
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),3.3237833333333335,2019,C,98.985,hip hop
Anuel AA,Secreto,4.3133333333333335,2019,B,91.987,latin
Sam Feldt,Post Malone (feat. RANI),2.9074,2019,G,107.356,pop
Kehlani,Nights Like This (feat. Ty Dolla $ign),3.3631166666666665,2019,G#,146.163,hip hop
Sech,Otro Trago,3.76555,2019,C,176.044,latin
Post Malone,Better Now,3.854433333333333,2018,A#,145.038,hip hop
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),3.4364333333333335,2019,E,95.005,pop
Lauv,i'm so tired...,2.7097,2019,B,102.211,pop
iann dior,gone girl,2.276133333333333,2019,B,94.956,hip hop
Panic! At The Disco,High Hopes,3.1824333333333334,2018,F,82.014,rock
Marshmello,One Thing Right,3.0303833333333334,2019,E,88.042,pop
Sam Smith,How Do You Sleep?,3.3700666666666668,2019,C#,110.567,pop
NSG,Options,4.00135,2020,C#,101.993,World/Traditional
Normani,Motivation,3.2306166666666667,2019,E,170.918,pop
Joel Corry,Sorry,3.144,2019,G#,125.002,pop
Post Malone,Goodbyes (Feat. Young Thug),2.916,2019,F,150.231,hip hop
Jonas Brothers,Sucker,3.0171,2019,C#,137.958,pop
Taylor Swift,Cruel Summer,2.9737666666666667,2019,A,169.994,pop
Blanco Brown,The Git Up,3.3432166666666667,2019,A,97.984,hip hop
Sam Smith,Dancing With A Stranger (with Normani),2.8504833333333335,2019,G#,102.998,pop
Post Malone,Circles,3.588,2019,C,120.042,hip hop
