artist,song,duration [min],release year,key,tempo [bpm],genre
Seether,Fake It,3.23155,2007,G#,132.078,rock
Take That,Patience,3.367766666666667,2006,A#,175.788,pop
Arctic Monkeys,Brianstorm,2.8811,2007,C#,165.182,rock
Justin Timberlake,My Love (feat. T.I.),4.602666666666667,2006,B,119.952,pop
Fergie,Glamorous,4.11,2006,C,130.993,pop
Linkin Park,Bleed It Out,2.772883333333333,2007,C#,140.127,rock
My Chemical Romance,Teenagers,2.6986666666666665,2006,E,111.647,rock
Calvin Harris,Acceptable in the 80's,5.561333333333334,2007,G,127.99,hip hop
Sugababes,About You Now,3.54,2007,C#,82.499,pop
Avril Lavigne,Girlfriend,3.61,2007,G,163.983,pop
Ne-Yo,Because Of You,4.447333333333333,2007,C,109.97,pop
Daughtry,It's Not Over,3.5862166666666666,2016,A#,145.959,pop
Unk,Walk It Out,2.884,2013,C#,160.022,hip hop
Lloyd,You,4.552216666666666,2007,F,130.159,hip hop
Klaxons,Golden Skans,2.752,2007,D,141.955,rock
T-Pain,Bartender (feat. Akon),3.98,2007,G#,104.987,hip hop
Baby Boy Da Prince,The Way I Live - Main Explicit,5.4151,2006,C,90.02,hip hop
Fergie,Fergalicious,4.872883333333333,2006,G#,129.055,pop
Omarion,Ice Box,4.273766666666667,2006,G#,131.105,hip hop
Pretty Ricky,On the Hotline - Amended Version,4.0431,2007,A#,92.988,hip hop
Nickelback,Rockstar,4.200666666666667,2005,C,144.072,rock
Fall Out Boy,Thnks fr th Mmrs,3.391766666666667,2007,A#,154.837,rock
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),7.40555,2006,C#,121.243,pop
All Time Low,"Dear Maria, Count Me In",3.0471,2007,D,181.04,rock
Amy Winehouse,Back To Black,4.02155,2006,G,122.728,R&B
Keyshia Cole,Let It Go,3.9726666666666666,2007,C#,94.955,hip hop
Ciara,Promise,4.456883333333334,2006,A,123.279,pop
Enrique Iglesias,Do You Know? (The Ping Pong Song),3.6588833333333333,2007,G#,114.999,pop
T2,Heartbroken - Edit,2.9768833333333333,2017,B,139.986,Dance/Electronic
Robyn,With Every Heartbeat,4.248666666666667,2005,E,120.872,pop
Maroon 5,Makes Me Wonder,3.518,2007,G,113.996,pop
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",3.534,2007,A,199.935,rock
Paramore,Misery Business,3.525333333333333,2007,C#,172.977,pop
Hinder,Better Than Me,3.72555,2019,D,139.913,pop
Huey,"Pop, Lock & Drop It - Video Edit",4.350433333333333,2006,B,144.09,hip hop
Foo Fighters,The Pretender,4.48955,2007,A,172.984,rock
Plies,Shawty (feat. T Pain),4.256883333333334,2007,E,105.412,hip hop
Kaiser Chiefs,Ruby,3.4033333333333333,2007,F,93.416,rock
Mark Ronson,Stop Me (feat. Daniel Merriweather),3.882433333333333,2007,C,118.035,pop
Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),3.9711,2006,F#,83.998,hip hop
Jim Jones,We Fly High,3.9346666666666668,2006,C#,120.226,hip hop
The Red Jumpsuit Apparatus,Face Down,3.2,2006,G,92.956,pop
MIKA,Grace Kelly,3.1288833333333335,2006,C,122.229,pop
Christina Aguilera,Candyman,3.236883333333333,2006,G#,172.976,pop
Sean Kingston,Beautiful Girls,3.7562166666666665,2007,C#,130.009,hip hop
Akon,Don't Matter,4.884433333333333,2006,D,125.139,pop
James Blunt,1973,4.6671,2007,A,123.007,pop
Carrie Underwood,Before He Cheats,3.3324333333333334,2005,F#,147.905,pop
Just Jack,Starz In Their Eyes,4.932216666666666,2006,D#,123.802,Dance/Electronic
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),3.7993333333333332,2007,C#,80.001,hip hop
Bone Thugs-N-Harmony,I Tried,4.791333333333333,2007,E,81.995,hip hop
Avril Lavigne,When You're Gone,4.008216666666667,2007,E,142.034,pop
Rich Boy,Throw Some D's,4.398666666666666,2007,B,160.895,hip hop
MIKA,Love Today,3.91955,2006,E,124.484,pop
Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),3.9282166666666667,2007,D,126.766,rock
Elliott Yamin,Wait for You,4.355333333333333,2007,C,116.027,Others
Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",4.018883333333333,2007,C#,92.515,Others
Boys Like Girls,The Great Escape,3.442,2007,C#,149.934,pop
Take That,Rule The World - Radio Edit,3.962666666666667,2007,D,164.054,pop
J. Holiday,Bed,4.5851,2007,F,127.901,hip hop
Red Hot Chili Peppers,Snow (Hey Oh),5.577766666666666,2006,B,104.655,rock
Ludacris,Runaway Love,4.678,2006,C#,92.854,hip hop
Flo Rida,Low (feat. T-Pain),3.8566666666666665,2008,A#,128.008,hip hop
Katy Perry,I Kissed A Girl,2.994,2008,F,129.996,pop
Rihanna,Take A Bow,3.82355,2008,A,82.082,hip hop
Alicia Keys,No One,4.230216666666666,2007,C#,90.04,pop
Timbaland,Apologize,3.0733333333333333,2007,G#,118.016,hip hop
Ne-Yo,Miss Independent,3.8666666666666667,2008,C#,171.812,pop
Chris Brown,With You,4.202,2007,D#,86.009,hip hop
Beyoncé,If I Were a Boy,4.152433333333334,2008,F#,90.007,pop
Kardinal Offishall,Dangerous,4.100883333333333,2008,G#,117.002,hip hop
Madcon,Beggin (original version),3.6024333333333334,2007,E,129.023,hip hop
September,Cry for You,3.4966666666666666,2007,A,130.018,pop
Rihanna,Disturbia,3.9771,2008,B,124.921,hip hop
Guru Josh Project,Infinity 2008,3.1668833333333333,2011,G,127.999,hip hop
Britney Spears,Break the Ice,3.26755,2007,F,117.533,pop
Lil Wayne,Lollipop,4.988883333333333,2008,C,148.075,hip hop
Basshunter,Now You're Gone - Video Edit,2.4697666666666667,2008,C#,147.99,pop
Kanye West,Flashing Lights,3.9584333333333332,2007,F#,90.482,hip hop
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),3.16155,2009,D,113.029,pop
Katy Perry,Hot N Cold,3.6704333333333334,2008,G,132.032,pop
Rihanna,Don't Stop The Music,4.451333333333333,2008,F#,122.668,hip hop
Snoop Dogg,Sensual Seduction,4.092,2007,B,120.163,hip hop
Akon,Right Now (Na Na Na),4.012433333333333,2008,G#,137.982,pop
Britney Spears,Womanizer,3.74,2008,B,139.0,pop
Eric Prydz,Pjanoo - Radio Edit,2.623866666666667,2008,G,125.99,pop
Kelly Rowland,Work,3.465333333333333,2010,A#,102.757,hip hop
Jeezy,Put On,5.354883333333333,2008,A,137.616,hip hop
Madonna,Give It 2 Me,4.7984333333333336,2008,G#,127.019,pop
The Pussycat Dolls,When I Grow Up,4.094666666666667,2008,B,118.449,pop
will.i.am,Heartbreaker,5.464666666666667,2007,A,120.051,hip hop
Soulja Boy,Crank That (Soulja Boy),3.6988833333333333,2007,C,140.141,hip hop
Britney Spears,Piece of Me,3.5351,2007,B,115.007,pop
T.I.,Live Your Life,5.64755,2008,B,159.841,hip hop
Ne-Yo,Closer,3.906,2008,E,126.027,pop
Lil Wayne,A Milli,3.6973333333333334,2008,F#,151.486,hip hop
Colby O'Donis,What You Got,4.050216666666667,2008,C#,119.974,hip hop
Miley Cyrus,See You Again,3.1742166666666667,2007,A,138.975,pop
Basshunter,All I Ever Wanted - Radio Edit,2.9408833333333333,2008,E,144.954,pop
Chris Brown,Kiss Kiss (feat. T-Pain),4.177766666666667,2007,A#,140.043,hip hop
Finger Eleven,Paralyzer,3.4684333333333335,2007,B,106.031,rock
Alesha Dixon,The Boy Does Nothing,3.5113333333333334,2008,D#,87.0,pop
Dizzee Rascal,Dance Wiv Me - Radio Edit,3.40155,2011,B,111.996,hip hop
Gabriella Cilmi,Sweet About Me,3.3688833333333332,2008,F#,131.977,R&B
Jack White,Another Way to Die,4.370666666666667,2007,E,141.933,rock
Plies,Hypnotized (feat. Akon),3.14155,2007,A#,116.59,hip hop
The Pussycat Dolls,I Hate This Part,3.64,2008,F,111.572,pop
Sean Kingston,Take You There,3.9448833333333333,2008,F,115.033,hip hop
Natasha Bedingfield,Pocketful of Sunshine,3.3906666666666667,2008,A,110.019,pop
The Offspring,"You're Gonna Go Far, Kid",2.963766666666667,2008,C,126.115,rock
Kanye West,Homecoming,3.39155,2007,C#,86.917,hip hop
Estelle,American Boy,4.74555,2008,C,117.932,R&B
Saving Abel,Addicted,3.713766666666667,2008,G,138.018,rock
Pendulum,Propane Nightmares,5.222433333333333,2008,G,173.992,Dance/Electronic
The Game,My Life,5.348216666666667,2008,B,148.113,hip hop
Danity Kane,Damaged,4.0711,2008,G#,120.01,pop
P!nk,So What,3.586,2008,B,126.019,pop
Kanye West,Love Lockdown,4.5051,2008,C#,119.603,hip hop
Gym Class Heroes,Cookie Jar (feat. The-Dream),3.6052833333333334,2008,F,113.053,hip hop
M.I.A.,Paper Planes,3.42,2007,D,172.247,pop
3 Doors Down,It's Not My Time,4.032666666666667,2008,C,127.962,pop
Kylie Minogue,Wow,3.1828833333333333,2007,A,124.072,pop
Mariah Carey,Touch My Body,3.4122166666666667,2008,E,78.502,pop
MGMT,Kids,5.0473333333333334,2007,A,122.961,rock
The Ting Tings,Shut Up and Let Me Go,2.8537666666666666,2007,G,107.993,pop
Lil Wayne,Got Money,4.0771,2008,G,82.48,hip hop
Santana,Into the Night (feat. Chad Kroeger),3.707333333333333,2007,G,127.981,rock
The-Dream,I Luv Your Girl,4.464433333333333,2007,G#,90.063,hip hop
Wiley,Wearing My Rolex - Radio Edit,2.8413333333333335,2008,C#,131.942,hip hop
Usher,Love in This Club (feat. Young Jeezy),4.328666666666667,2008,C,140.012,hip hop
Sam Sparro,Black & Gold - Radio Edit,3.5393333333333334,2008,E,135.968,pop
"H ""two"" O",What's It Gonna Be (feat. Platnum),3.4579333333333335,2008,A,139.61,Dance/Electronic
The Ting Tings,That's Not My Name,5.176216666666667,2008,A,145.042,pop
Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",4.012666666666667,2008,F,78.946,hip hop
James Morrison,Broken Strings,4.174216666666666,2008,C#,111.91,pop
Leona Lewis,Run,5.245333333333333,2007,F,142.365,pop
Metro Station,Shake It,2.9991,2007,E,150.034,pop
T.I.,Whatever You Like,4.158883333333334,2008,A,150.053,hip hop
Trey Songz,Can't Help but Wait,3.4402166666666667,2007,G#,94.977,hip hop
OneRepublic,Stop And Stare,3.7308833333333333,2007,E,92.474,pop
Alexandra Burke,Hallelujah,3.6304333333333334,2009,D,182.571,pop
Mary J. Blige,Just Fine,4.03555,2007,B,123.021,pop
Jordin Sparks,One Step At a Time,3.4193333333333333,2007,C#,102.028,pop
Coldplay,Viva La Vida,4.03955,2008,F,138.015,rock
Kings of Leon,Sex on Fire,3.3891,2008,A,153.398,rock
Kanye West,Good Life,3.45,2007,C#,82.962,hip hop
Duffy,Mercy,3.6653333333333333,2008,C,129.911,pop
David Archuleta,Crush,3.558666666666667,2008,C,162.084,pop
J. Holiday,Suffocate - Superclean,3.66755,2007,A,82.82,hip hop
Gavin DeGraw,In Love With a Girl,3.433333333333333,2008,D#,161.905,pop
Jordin Sparks,Tattoo,3.8911,2007,D,168.005,pop
Coldplay,Violet Hill,3.7108833333333333,2008,C#,76.093,rock
Ray J,Sexy Can I feat. Yung Berg,3.4006666666666665,2008,C#,172.155,hip hop
Jennifer Hudson,Spotlight,4.168433333333334,2008,B,108.984,pop
John Legend,Green Light (feat. André 3000),4.736433333333333,2008,A,77.506,pop
Jonas Brothers,Burnin' Up,2.9182166666666665,2008,D,114.03,pop
Lupe Fiasco,Superstar (feat. Matthew Santos),4.816666666666666,2007,B,94.812,hip hop
Chris Brown,Forever,4.642883333333334,2008,B,120.005,hip hop
Adele,Chasing Pavements,3.5084333333333335,2008,F,80.045,pop
Leona Lewis,Better in Time,3.9028833333333335,2007,F#,163.953,pop
Fergie,Clumsy,4.0071,2006,D,184.009,pop
T-Pain,Can't Believe It (feat. Lil' Wayne),4.563766666666667,2008,A#,89.828,hip hop
Black Eyed Peas,I Gotta Feeling,4.818883333333333,2009,C,127.96,hip hop
Lady Gaga,Poker Face,3.953333333333333,2008,E,118.999,pop
Beyoncé,Halo,4.360666666666667,2008,B,79.983,pop
David Guetta,Sexy Bitch (feat. Akon),3.2642166666666665,2010,B,130.011,hip hop
Flo Rida,Right Round,3.4106666666666667,2009,G,124.986,hip hop
Taylor Swift,Love Story,3.9377666666666666,2008,D,118.984,pop
Pitbull,Hotel Room Service,3.9751,2009,F#,126.003,hip hop
Britney Spears,Circus,3.206,2008,F#,114.98,pop
Lady Gaga,LoveGame,3.60555,2008,F#,105.024,pop
Skillet,Monster,2.9668833333333335,2009,G#,134.992,rock
The Prodigy,Omen,3.600433333333333,2009,G,140.002,rock
Black Eyed Peas,Meet Me Halfway,4.73955,2009,B,130.0,hip hop
Kanye West,Heartless,3.5166666666666666,2008,A#,87.999,hip hop
Kid Cudi,Day 'N' Nite (Nightmare),3.687333333333333,2009,B,138.018,hip hop
Lady Gaga,Just Dance,4.032216666666667,2008,C#,118.992,pop
Britney Spears,If U Seek Amy,3.6086666666666667,2008,E,129.954,pop
Pitbull,I Know You Want Me (Calle Ocho),3.952,2009,D,127.045,hip hop
Mariah Carey,Obsessed,4.036666666666667,2009,A#,86.443,pop
Beyoncé,Sweet Dreams,3.467766666666667,2008,C#,121.949,pop
Agnes,Release Me,4.270216666666666,2009,D,127.973,pop
Black Eyed Peas,Boom Boom Pow,4.190666666666667,2009,A,130.048,hip hop
Shakira,She Wolf,3.1477666666666666,2009,G,121.983,pop
Lady Gaga,Paparazzi,3.4717666666666664,2008,F,114.906,pop
JAY-Z,Empire State Of Mind,4.615333333333333,2009,B,173.585,hip hop
OneRepublic,All The Right Moves,3.966666666666667,2009,C,146.024,pop
Jeremih,Birthday Sex,3.7751,2009,G,60.019,hip hop
Cascada,Evacuate The Dancefloor,3.453333333333333,2009,C,127.029,hip hop
Linkin Park,New Divide,4.476883333333333,2009,F,117.971,rock
Kevin Rudolf,Let It Rock,3.852883333333333,2008,G,113.172,hip hop
JAY-Z,Run This Town,4.458666666666667,2009,C#,86.844,hip hop
Lady Gaga,Bad Romance,4.90955,2009,C,119.001,pop
T.I.,Live Your Life,5.64755,2008,B,159.841,hip hop
Eminem,We Made You,4.49355,2009,D,114.003,hip hop
Dizzee Rascal,Bonkers,2.95955,2011,B,126.127,hip hop
Ciara,Love Sex Magic (feat. Justin Timberlake),3.673766666666667,2009,A#,107.011,pop
Rihanna,Russian Roulette,3.7922166666666666,2009,F#,80.051,hip hop
Soulja Boy,Turn My Swag On,3.4388833333333335,2008,D#,150.154,hip hop
The xx,Intro,2.132,2009,A,100.363,rock
Jay Sean,Down,3.5351,2009,D,65.997,hip hop
Keri Hilson,Turnin Me On - Original Dirty,4.134433333333333,2008,C#,159.873,pop
David Guetta,When Love Takes Over (feat. Kelly Rowland),3.183333333333333,2010,B,129.967,hip hop
Cheryl,Fight For This Love,3.7208833333333335,2009,G,122.988,pop
Soulja Boy,Kiss Me Thru The Phone,3.2231,2008,G,149.998,hip hop
Eminem,Crack A Bottle,4.958666666666667,2009,A,169.561,hip hop
P!nk,Sober,4.190666666666667,2010,F#,91.066,pop
Tinchy Stryder,Number 1,3.5462166666666666,2009,C,114.912,pop
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",3.275333333333333,2009,D#,119.918,pop
JLS,Beat Again - Radio Edit,3.2773333333333334,2009,B,120.02,pop
3OH!3,DONTTRUSTME,3.20955,2008,F,130.012,hip hop
A.R. Rahman,Jai Ho! (You Are My Destiny),3.7066666666666666,2009,G#,136.202,Others
The Pussycat Dolls,I Hate This Part,3.64,2008,F,111.572,pop
Akon,Beautiful,5.216433333333334,2008,C,130.015,pop
Alexandra Burke,Bad Boys (feat. Flo Rida),3.441333333333333,2009,C#,140.029,pop
Mario,Break Up,4.150433333333333,2009,C,73.881,pop
Drake,Forever,5.961766666666667,2009,F,104.02,hip hop
Selena Gomez & The Scene,Naturally,3.3764333333333334,2009,A#,132.612,pop
Kanye West,Love Lockdown,4.5051,2008,C#,119.603,hip hop
The Veronicas,Untouched,4.256,2005,F#,177.008,pop
Fabolous,Throw It In The Bag,3.85955,2009,B,172.049,hip hop
Jason Derulo,Whatcha Say,3.68755,2010,B,144.036,hip hop
Lily Allen,Not Fair,3.35355,2009,F,121.491,pop
T.I.,Dead And Gone,4.9957666666666665,2008,C,135.021,hip hop
Sean Kingston,Fire Burning,3.9997666666666665,2009,C#,122.973,hip hop
Empire of the Sun,Walking On A Dream,3.3073333333333332,2008,F,126.975,rock
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),3.27355,2009,C,119.964,pop
Nickelback,If Today Was Your Last Day,4.1511,2008,D#,89.956,rock
La Roux,Bulletproof,3.4288833333333333,2009,D#,123.016,pop
Kasabian,Fire,4.20465,2009,A#,117.029,rock
Calvin Harris,I'm Not Alone - Radio Edit,3.5162166666666668,2009,G,130.99,hip hop
Justin Bieber,One Time,3.597766666666667,2009,C#,145.999,pop
Jamie Foxx,Blame It,4.8291,2008,G,176.052,hip hop
La Roux,In For The Kill,4.143766666666667,2009,G#,150.01,pop
Muse,Uprising,5.080666666666667,2009,D,128.019,rock
Nickelback,Gotta Be Somebody,4.210883333333333,2008,C,115.998,rock
James Morrison,Broken Strings,4.174216666666666,2008,C#,111.91,pop
T.I.,Whatever You Like,4.158883333333334,2008,A,150.053,hip hop
Dizzee Rascal,Holiday,3.6771,2011,C,117.985,hip hop
Beyoncé,Single Ladies (Put a Ring on It),3.2202166666666665,2008,C#,193.437,pop
Boys Like Girls,Love Drunk,3.7784333333333335,2009,A#,150.005,pop
The-Dream,Rockin' That Shit,3.6986666666666665,2009,G#,78.005,hip hop
OneRepublic,Secrets,3.744883333333333,2009,D,148.021,pop
JLS,Everybody in Love,3.2597666666666667,2013,F,140.022,pop
Jason Aldean,Big Green Tractor,3.4033333333333333,2009,E,137.077,country
The Fray,Never Say Never,4.276883333333333,2009,G#,160.139,pop
Lily Allen,The Fear,3.452,2009,A#,134.002,pop
Kings of Leon,Sex on Fire,3.3891,2008,A,153.398,rock
Drake,Best I Ever Had,4.312666666666667,2010,F,162.161,hip hop
Kelly Clarkson,Already Gone,4.692666666666667,2009,A,78.139,pop
Miley Cyrus,Party In The U.S.A.,3.367766666666667,2009,A#,96.021,pop
Jordin Sparks,Battlefield,4.032,2009,D,144.953,pop
Ne-Yo,Mad,4.242216666666667,2008,C,129.94,pop
Green Day,21 Guns,5.35155,2009,F,159.779,rock
Keri Hilson,Knock You Down,5.4364333333333335,2009,G#,155.165,pop
Taylor Swift,You Belong With Me,3.8524333333333334,2008,F#,129.964,pop
Shinedown,Second Chance,3.7011,2008,C,100.011,rock
Asher Roth,I Love College,4.032216666666667,2009,G#,86.444,hip hop
Katy Perry,Waking Up In Vegas,3.3197666666666668,2008,F,130.989,pop
Kelly Clarkson,My Life Would Suck Without You,3.5248833333333334,2009,A,144.982,pop
Mumford & Sons,Little Lion Man,4.086216666666667,2009,F,138.585,Others
The Fray,You Found Me,4.030883333333334,2009,G#,151.994,pop
Bruno Mars,Just the Way You Are,3.6789,2010,F,109.021,pop
Eminem,Love The Way You Lie,4.38955,2010,A#,86.989,hip hop
Lady Gaga,Bad Romance,4.90955,2009,C,119.001,pop
Stromae,Alors on danse - Radio Edit,3.4344333333333332,2010,C#,119.951,pop
Kesha,TiK ToK,3.3282166666666666,2010,D,120.028,pop
David Guetta,Memories (feat. Kid Cudi),3.5142166666666665,2010,G#,129.983,hip hop
Taio Cruz,Dynamite,3.3768833333333332,2010,E,119.975,hip hop
Rihanna,Only Girl (In The World),3.9248833333333333,2010,B,125.906,hip hop
Katy Perry,California Gurls,3.9108833333333335,2012,C,125.014,pop
Kesha,Take It Off,3.5866666666666664,2010,F,125.036,pop
INNA,Hot - Play & Win Radio Version,3.6172666666666666,2010,G,128.0,pop
Far East Movement,Like A G6,3.6148833333333332,2010,D#,124.913,hip hop
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),3.1333333333333333,2010,A#,129.944,hip hop
Duck Sauce,Barbra Streisand - Radio Edit,3.27555,2010,C#,127.965,Dance/Electronic
Lucenzo,Danza Kuduro (feat. Don Omar),3.5664333333333333,2011,G,130.003,latin
Rihanna,Te Amo,3.4737666666666667,2009,G#,171.917,hip hop
Timbaland,Carry Out (Featuring Justin Timberlake),3.874433333333333,2009,A#,115.68,hip hop
DJ Fresh,Gold Dust - Radio Edit,3.2074333333333334,2010,C,176.985,pop
Edward Maya,Stereo Love - Radio Edit,3.076216666666667,2010,C#,127.041,pop
Taio Cruz,Break Your Heart,3.3591,2010,D#,122.01,hip hop
Black Eyed Peas,Imma Be,4.292666666666666,2009,C,92.035,hip hop
Sidney Samson,Riverside,5.339133333333334,2009,C#,125.997,Dance/Electronic
Eminem,Not Afraid,4.13555,2010,C,114.635,hip hop
Lady Gaga,Alejandro,4.570216666666667,2009,B,98.998,pop
Rihanna,Rude Boy,3.715333333333333,2009,B,173.906,hip hop
Ne-Yo,Beautiful Monster,4.1928833333333335,2010,F,128.013,pop
3OH!3,Starstrukk,3.3848833333333332,2010,B,139.896,hip hop
Black Eyed Peas,The Time (Dirty Bit),5.1273333333333335,2010,F#,127.979,hip hop
Kelly Rowland,Commander,3.6351,2011,B,124.638,hip hop
Swedish House Mafia,One (Your Name) - Radio Edit,2.7207666666666666,2010,A,125.061,pop
Chris Brown,Deuces (feat. Tyga & Kevin McCall),4.609333333333334,2011,C#,73.987,hip hop
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),3.68,2010,G,119.963,hip hop
Iyaz,Replay,3.0384333333333333,2009,A,91.031,hip hop
Flo Rida,Club Can't Handle Me (feat. David Guetta),3.9093333333333335,2010,C,127.966,hip hop
Sean Kingston,Eenie Meenie,3.3657666666666666,2010,C#,121.223,hip hop
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),4.396216666666667,2010,C#,131.497,hip hop
Tinie Tempah,Written in the Stars (feat. Eric Turner),3.4608833333333333,2010,G,91.881,hip hop
Bruno Mars,Talking to the Moon,3.6311,2010,C#,145.867,pop
Miley Cyrus,Can't Be Tamed,2.80355,2010,B,116.98,pop
Mike Posner,Cooler Than Me - Single Mix,3.554883333333333,2010,G,129.965,hip hop
Lady Gaga,Telephone,3.6773333333333333,2009,D#,122.014,pop
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),2.6239666666666666,2010,F#,124.996,Dance/Electronic
Rihanna,Hard,4.176666666666667,2009,C#,182.032,hip hop
Tinie Tempah,Pass Out,4.46755,2010,C#,91.1,hip hop
Adam Lambert,Whataya Want from Me,3.788666666666667,2009,B,185.934,pop
Trey Songz,Bottoms Up (feat. Nicki Minaj),4.03355,2010,C#,74.008,hip hop
Timbaland,If We Ever Meet Again (Featuring Katy Perry),4.878433333333334,2009,G#,126.091,hip hop
Enrique Iglesias,I Like It,3.8562166666666666,2010,A#,129.007,pop
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,3.3993333333333333,2010,B,126.026,pop
Usher,OMG (feat. will.i.am),4.49155,2010,E,129.998,hip hop
Maroon 5,Misery,3.6033333333333335,2010,E,102.978,pop
Jay Sean,Down,3.5351,2009,D,65.997,hip hop
Rihanna,Man Down,4.45,2010,C,155.788,hip hop
3OH!3,My First Kiss (feat. Ke$ha),3.207333333333333,2010,C,138.021,hip hop
Justin Bieber,Baby,3.570666666666667,2010,F,65.043,pop
Cali Swag District,Teach Me How to Dougie,3.958,2011,B,85.013,hip hop
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,3.441,2010,G,125.03,pop
K'NAAN,Wavin' Flag,3.675333333333333,2009,C,75.974,Others
Ludacris,How Low,3.359766666666667,2010,C#,143.96,hip hop
Kesha,Blah Blah Blah (feat. 3OH!3),2.86755,2010,A#,120.003,pop
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",3.8751,2010,A#,150.1,hip hop
Jason Derulo,In My Head,3.3171,2010,C,110.009,hip hop
Aloe Blacc,I Need A Dollar,4.050883333333333,2010,F#,95.498,R&B
B.o.B,Airplanes (feat. Hayley Williams of Paramore),3.008,2010,F#,93.033,hip hop
Ludacris,My Chick Bad,3.61555,2010,C#,84.789,hip hop
Nelly,Just A Dream,3.9633333333333334,2010,C#,89.917,hip hop
Rihanna,What's My Name?,4.386216666666667,2010,D,100.025,hip hop
Shontelle,Impossible,3.77555,2010,G#,90.034,pop
Take That,The Flood,4.82265,2010,B,100.631,pop
Trey Songz,Say Aah (feat. Fabolous),3.4591,2009,C#,93.01,hip hop
Jason Derulo,Whatcha Say,3.68755,2010,B,144.036,hip hop
Drake,Over,3.8926666666666665,2010,G,100.093,hip hop
Example,Kickstarts,3.0304333333333333,2010,F,126.056,pop
Plan B,She Said,3.4808833333333333,2010,D#,147.007,Dance/Electronic
The Saturdays,Higher,3.4602166666666667,2010,A#,117.011,pop
Jay Sean,Do You Remember,3.5051,2009,B,125.846,hip hop
Usher,Hey Daddy (Daddy's Home),3.7348833333333333,2010,B,95.975,hip hop
Lil Wayne,Right Above It,4.5324333333333335,2010,D#,76.052,hip hop
The Wanted,All Time Low,3.42,2010,G#,134.036,pop
Kesha,Your Love Is My Drug,3.1188833333333332,2010,C#,120.057,pop
Ellie Goulding,Starry Eyed,2.94355,2010,F,149.967,pop
Drake,Find Your Love,3.4824333333333333,2010,F#,96.033,hip hop
Jason Derulo,Ridin' Solo,3.5957666666666666,2010,A,89.338,hip hop
Two Door Cinema Club,What You Know,3.16155,2010,F#,139.048,World/Traditional
JAY-Z,Young Forever,4.231766666666666,2009,A,140.329,hip hop
Young Money,BedRock,4.802216666666666,2009,G#,148.005,hip hop
B.o.B,Nothin' on You (feat. Bruno Mars),4.472,2010,A#,103.993,hip hop
Katy Perry,Teenage Dream,3.7956833333333333,2010,A#,120.011,pop
Scouting For Girls,This Ain't a Love Song,3.5113333333333334,2017,C,176.667,pop
Travie McCoy,Billionaire (feat. Bruno Mars),3.5193333333333334,2010,F#,86.776,hip hop
Owl City,Fireflies,3.8057666666666665,2009,D#,180.114,rock
Alicia Keys,Empire State of Mind (Part II) Broken Down,3.608,2009,F#,92.923,pop
Lady A,Need You Now,3.9406666666666665,2010,E,107.884,pop
Taylor Swift,Back To December,4.883766666666666,2010,D,141.893,pop
Neon Trees,Animal,3.5384333333333333,2010,F,147.99,rock
Kris Allen,Live Like We're Dying,3.5417666666666667,2009,C,92.011,pop
Matt Cardle,When We Collide,3.7666666666666666,2011,D,81.986,pop
Robyn,Dancing On My Own,4.811166666666667,2010,F#,117.015,pop
The Band Perry,If I Die Young,3.7128833333333335,2010,E,130.739,country
B.o.B,Magic (feat. Rivers Cuomo),3.268883333333333,2010,G#,82.439,hip hop
Adele,Rolling in the Deep,3.80155,2011,G#,104.948,pop
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",3.358216666666667,2010,B,128.044,pop
LMFAO,Party Rock Anthem,4.3691,2011,F,130.014,hip hop
Katy Perry,Firework,3.798216666666667,2010,G#,124.071,pop
Bruno Mars,Grenade,3.7015166666666666,2010,D,110.444,pop
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),3.90755,2011,A#,128.024,hip hop
Alexandra Stan,Mr. Saxobeat,3.25175,2011,B,126.976,pop
David Guetta,Who's That Chick? (feat. Rihanna),3.3506666666666667,2010,B,127.938,hip hop
Jennifer Lopez,On The Floor,4.747766666666666,2011,D#,130.0,hip hop
Rihanna,S&M,4.058883333333333,2010,C#,127.975,hip hop
Kesha,Blow,3.6662166666666667,2010,B,120.013,pop
Snoop Dogg,Sweat - Remix,3.2664333333333335,2011,G,130.02,hip hop
Taio Cruz,Higher,3.1271,2010,G#,128.027,hip hop
